employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
TSM-0198,Sheng Chiang,TSMC,TSM,Sales & GTM,Staff,87.0,86200,10.1,71.9,East Asia,Lower-middle,Yes,78.6,72.5
TSM-0199,Sheng Yang,TSMC,TSM,Engineering,Senior Director,98.0,231300,13.3,69.5,East Asia,Upper-middle,No,37.5,66.1
TSM-0200,Yi Kuo,TSMC,TSM,Engineering,Senior,90.0,115800,5.4,67.7,North America,Lower-middle,No,70.2,63.6
TSM-0201,Chih Yeh,TSMC,TSM,Engineering,Director,68.6,92900,19.6,68.4,East Asia,Upper-middle,No,47.3,74.3
TSM-0202,Jia Yeh,TSMC,TSM,Research & AI,Staff,76.7,125500,9.6,64.9,East Asia,Working class,No,83.3,83.0
TSM-0203,Ling Tseng,TSMC,TSM,Engineering,Principal,84.7,137200,12.6,61.6,East Asia,Upper-middle,No,42.3,86.2
TSM-0204,Ming Shen,TSMC,TSM,Sales & GTM,VP,75.2,604800,11.4,80.5,Africa,Working class,Yes,92.1,78.1
TSM-0205,Hui Chang,TSMC,TSM,Fab/Manufacturing,Principal,85.1,158100,10.4,67.7,East Asia,Upper-middle,No,27.3,68.6
TSM-0206,Qing Wu,TSMC,TSM,Operations,Director,79.2,559400,16.0,54.7,East Asia,Working class,Yes,84.6,72.2
TSM-0207,Yu Hung,TSMC,TSM,Engineering,Senior,84.6,135400,12.8,66.3,Southeast Asia,Lower-middle,Yes,80.5,75.4
TSM-0208,Qing Tseng,TSMC,TSM,Operations,Director,91.8,113400,18.7,55.0,East Asia,Middle,Yes,64.9,74.4
TSM-0209,Hao Kuo,TSMC,TSM,Engineering,Principal,75.7,212400,15.2,68.4,East Asia,Affluent,No,27.2,69.9
TSM-0210,Chun Wu,TSMC,TSM,Research & AI,VP,76.7,613600,13.8,49.6,East Asia,Working class,No,80.2,62.3
TSM-0211,Ting Tseng,TSMC,TSM,Supply Chain,VP,83.6,327300,7.7,64.2,East Asia,Working class,No,79.8,75.8
TSM-0212,Qing Chen,TSMC,TSM,Engineering,Senior,67.1,178300,2.2,59.3,East Asia,Upper-middle,No,33.8,53.4
TSM-0213,Xin Wu,TSMC,TSM,Fab/Manufacturing,Principal,87.9,324500,7.2,58.2,East Asia,Upper-middle,No,39.5,68.3
TSM-0214,Yi Chou,TSMC,TSM,Operations,Staff,80.6,354700,7.1,77.0,East Asia,Working class,Yes,80.5,88.0
TSM-0215,Ming Chou,TSMC,TSM,Research & AI,Senior Director,87.4,274000,12.5,62.6,East Asia,Working class,Yes,81.8,66.3
TSM-0216,Shu Lee,TSMC,TSM,Fab/Manufacturing,Senior,79.5,258000,4.9,60.5,East Asia,Working class,No,84.8,80.9
TSM-0217,Jun Yeh,TSMC,TSM,Sales & GTM,Principal,80.4,300800,13.3,68.0,East Asia,Lower-middle,No,71.6,67.4
TSM-0218,Kai Pan,TSMC,TSM,Engineering,Senior,77.8,94000,11.6,73.7,North America,Lower-middle,Yes,62.7,81.2
TSM-0219,Xin Tsai,TSMC,TSM,Fab/Manufacturing,SVP,85.3,810900,23.2,68.7,East Asia,Working class,No,70.5,76.4
TSM-0220,Li Liao,TSMC,TSM,Fab/Manufacturing,Staff,83.0,131500,6.9,51.9,East Asia,Affluent,No,28.2,72.2
TSM-0221,Fang Shen,TSMC,TSM,Research & AI,Senior,68.3,105600,1.8,64.4,East Asia,Middle,Yes,60.8,64.2
TSM-0222,Sheng Lin,TSMC,TSM,Engineering,Senior,77.5,104200,10.4,71.5,East Asia,Upper-middle,No,38.0,64.1
TSM-0223,Chih Chiang,TSMC,TSM,Engineering,Senior,78.0,80900,8.7,72.4,East Asia,Working class,Yes,94.8,85.1
TSM-0224,Ting Chiang,TSMC,TSM,Engineering,Senior,83.4,153700,2.5,55.2,East Asia,Working class,Yes,87.8,77.1
TSM-0225,Xin Chiang,TSMC,TSM,Engineering,Senior,75.4,233100,5.0,68.7,East Asia,Working class,No,83.5,81.9
TSM-0226,Zhi Yang,TSMC,TSM,Quality,Director,71.0,227900,8.8,69.0,East Asia,Lower-middle,No,75.5,72.5
TSM-0227,Ting Fang,TSMC,TSM,Fab/Manufacturing,Staff,81.0,408600,7.6,70.4,East Asia,Upper-middle,No,42.1,76.4
TSM-0228,Li Liu,TSMC,TSM,Fab/Manufacturing,VP,79.0,782400,14.0,68.7,East Asia,Middle,No,62.5,64.9
TSM-0229,Hui Tsai,TSMC,TSM,Supply Chain,Principal,82.7,55600,7.5,69.7,East Asia,Lower-middle,Yes,69.4,59.7
TSM-0230,Ying Su,TSMC,TSM,Engineering,Staff,80.0,117100,6.9,70.7,East Asia,Working class,Yes,94.5,65.1
TSM-0231,Jun Su,TSMC,TSM,Fab/Manufacturing,Director,90.0,526900,8.1,67.8,East Asia,Lower-middle,No,74.1,84.3
TSM-0232,Ying Pan,TSMC,TSM,Engineering,Senior,82.4,175700,14.2,61.1,East Asia,Working class,Yes,100.0,85.8
TSM-0233,Fang Hsu,TSMC,TSM,Research & AI,Staff,83.0,148300,3.5,80.6,East Asia,Middle,Yes,62.0,95.1
TSM-0234,Xin Chou,TSMC,TSM,Supply Chain,VP,83.1,222400,7.4,75.9,East Asia,Working class,No,83.4,64.8
TSM-0235,Jun Lee,TSMC,TSM,Operations,Senior,85.6,174400,9.9,63.8,East Asia,Working class,Yes,75.2,78.8
TSM-0236,Jun Chiang,TSMC,TSM,Supply Chain,Senior,95.0,76400,18.2,68.7,East Asia,Affluent,No,28.8,80.4
TSM-0237,Fang Pan,TSMC,TSM,Fab/Manufacturing,Director,84.5,270800,20.4,79.6,East Asia,Working class,Yes,83.3,77.7
TSM-0238,Po Chang,TSMC,TSM,Engineering,Senior Director,84.1,164700,19.9,71.5,East Asia,Working class,Yes,98.7,75.5
TSM-0239,Shu Hsieh,TSMC,TSM,Operations,Director,75.5,486600,6.1,80.6,East Asia,Upper-middle,Yes,46.8,76.8
TSM-0240,Shu Fang,TSMC,TSM,Engineering,Senior Director,86.0,399600,17.4,74.3,East Asia,Middle,No,48.1,76.0
TSM-0241,Chun Lee,TSMC,TSM,Operations,Senior,89.3,191900,4.6,59.9,East Asia,Upper-middle,No,35.9,75.9
TSM-0242,Ting Hung,TSMC,TSM,Fab/Manufacturing,Senior,78.6,78000,12.3,69.2,East Asia,Upper-middle,No,35.3,82.6
TSM-0243,Kai Pan,TSMC,TSM,Fab/Manufacturing,Principal,79.4,195900,4.1,65.3,East Asia,Middle,No,42.6,50.3
TSM-0244,Hao Lee,TSMC,TSM,Fab/Manufacturing,VP,86.7,171600,11.5,83.6,East Asia,Working class,Yes,92.7,75.4
TSM-0245,Mei Hsieh,TSMC,TSM,Legal & Policy,Principal,92.9,248200,17.4,64.0,East Asia,Upper-middle,No,30.3,73.8
TSM-0246,Chun Shen,TSMC,TSM,Engineering,Principal,90.1,50100,7.9,73.6,East Asia,Lower-middle,No,79.7,70.2
TSM-0247,Bo Tsai,TSMC,TSM,Operations,Principal,73.8,257600,7.1,52.2,East Asia,Affluent,No,14.7,62.4
TSM-0248,Yi Chiang,TSMC,TSM,Research & AI,Senior,82.1,79200,4.1,51.1,East Asia,Middle,No,47.3,64.3
TSM-0249,Ting Hsieh,TSMC,TSM,Fab/Manufacturing,Director,72.6,491300,9.0,65.9,East Asia,Lower-middle,Yes,77.6,68.4
TSM-0250,Li Wang,TSMC,TSM,Quality,Staff,93.9,124200,21.8,56.8,East Asia,Middle,Yes,59.5,75.8
TSM-0251,Qing Hsieh,TSMC,TSM,Research & AI,Senior,62.3,115100,16.4,58.2,East Asia,Lower-middle,Yes,65.1,73.2
TSM-0252,Zhi Huang,TSMC,TSM,Fab/Manufacturing,Staff,79.6,133200,6.7,64.6,East Asia,Middle,No,36.4,51.7
TSM-0253,Han Yeh,TSMC,TSM,Sales & GTM,Senior Director,79.2,813500,7.5,66.8,East Asia,Middle,No,42.7,77.6
TSM-0254,Po Hsu,TSMC,TSM,Finance,Senior,83.4,144300,3.5,67.7,East Asia,Affluent,No,21.2,61.5
TSM-0255,Kai Chang,TSMC,TSM,Fab/Manufacturing,Senior,88.5,77800,6.5,72.0,Southeast Asia,Working class,No,85.2,65.3
TSM-0256,Ying Chen,TSMC,TSM,Fab/Manufacturing,Director,80.6,630700,21.4,70.7,East Asia,Working class,Yes,86.1,92.5
TSM-0257,Ming Liao,TSMC,TSM,Fab/Manufacturing,Senior,74.3,102600,13.3,63.2,East Asia,Middle,No,46.2,54.2
TSM-0258,Ling Chao,TSMC,TSM,Engineering,Director,94.9,221300,12.6,59.8,East Asia,Middle,No,56.5,78.0
TSM-0259,Ting Chou,TSMC,TSM,Engineering,Senior,90.0,157400,6.1,57.9,East Asia,Upper-middle,Yes,40.6,69.9
TSM-0260,Ling Su,TSMC,TSM,Engineering,Director,71.0,251800,11.0,63.3,North America,Working class,Yes,83.3,79.8
TSM-0261,Fang Liu,TSMC,TSM,Quality,Staff,77.4,148200,5.1,65.1,South Asia,Working class,Yes,83.8,83.7
TSM-0262,Chih Fang,TSMC,TSM,Research & AI,Staff,76.1,56000,7.5,77.0,East Asia,Upper-middle,Yes,40.4,86.8
TSM-0263,Hui Liu,TSMC,TSM,Quality,Senior,52.5,105500,7.8,64.5,East Asia,Upper-middle,Yes,44.8,60.8
TSM-0264,Ming Chao,TSMC,TSM,Engineering,Senior,76.2,68400,7.1,61.7,East Asia,Working class,Yes,86.5,66.1
TSM-0265,Fang Liu,TSMC,TSM,Engineering,Senior,82.4,62500,1.4,64.6,East Asia,Working class,Yes,100.0,84.7
TSM-0266,Xin Chao,TSMC,TSM,Research & AI,SVP,83.6,531300,12.4,81.7,East Asia,Upper-middle,Yes,55.6,75.5
TSM-0267,Ling Chiang,TSMC,TSM,Fab/Manufacturing,Staff,63.1,194900,16.9,58.8,East Asia,Working class,Yes,100.0,72.3
TSM-0268,Zhi Shen,TSMC,TSM,Fab/Manufacturing,Director,79.0,219700,7.3,66.9,East Asia,Working class,Yes,88.2,81.3
TSM-0269,Wen Lu,TSMC,TSM,Engineering,Staff,100.0,104100,1.9,64.4,East Asia,Middle,No,50.5,80.7
TSM-0270,Li Tsai,TSMC,TSM,Fab/Manufacturing,Principal,96.5,527400,5.8,68.3,South Asia,Upper-middle,Yes,45.9,65.0
TSM-0271,Hui Hsu,TSMC,TSM,Operations,Staff,77.3,209100,11.9,68.3,East Asia,Upper-middle,No,34.4,74.3
TSM-0272,Han Wang,TSMC,TSM,Operations,Senior,82.2,113200,12.1,60.4,East Asia,Lower-middle,No,60.6,74.2
TSM-0273,Wei Shen,TSMC,TSM,Engineering,Staff,86.0,191500,13.1,59.5,East Asia,Lower-middle,Yes,85.4,76.1
TSM-0274,Ying Kuo,TSMC,TSM,Operations,VP,84.5,503800,9.9,71.4,Southeast Asia,Working class,No,82.5,70.5
TSM-0275,Qing Lee,TSMC,TSM,Supply Chain,Senior,72.0,214100,14.4,68.6,East Asia,Upper-middle,No,39.6,70.3
TSM-0276,Ming Hsu,TSMC,TSM,Engineering,Senior,85.9,208500,14.2,67.2,Southeast Asia,Lower-middle,Yes,75.3,71.8
TSM-0277,Mei Wang,TSMC,TSM,Engineering,Staff,77.4,242000,4.8,61.7,East Asia,Upper-middle,No,43.3,76.9
TSM-0278,Hao Cheng,TSMC,TSM,People/HR,Director,81.4,226700,7.8,75.2,East Asia,Middle,Yes,66.8,69.2
TSM-0279,Wen Liao,TSMC,TSM,Fab/Manufacturing,Senior,61.0,125400,12.3,61.7,East Asia,Lower-middle,No,85.7,56.5
TSM-0280,Yu Yang,TSMC,TSM,Operations,VP,81.4,1232300,11.6,68.1,East Asia,Upper-middle,No,32.7,73.5
TSM-0281,Kai Wu,TSMC,TSM,Engineering,Staff,75.6,340700,4.8,63.5,East Asia,Affluent,Yes,37.5,63.4
TSM-0282,Mei Fang,TSMC,TSM,Sales & GTM,Senior Director,77.4,576400,8.2,72.5,East Asia,Working class,No,81.6,71.7
TSM-0283,Zhi Liu,TSMC,TSM,Fab/Manufacturing,Senior Director,85.2,230600,9.7,64.2,East Asia,Upper-middle,No,49.6,55.9
TSM-0284,Fang Chang,TSMC,TSM,Supply Chain,Principal,68.8,92200,16.2,57.9,East Asia,Affluent,No,29.0,72.8
TSM-0285,Hui Chou,TSMC,TSM,Engineering,Senior,57.3,116600,5.2,62.1,Southeast Asia,Lower-middle,Yes,78.8,77.1
TSM-0286,Han Su,TSMC,TSM,Engineering,Director,70.2,170200,13.5,73.8,East Asia,Lower-middle,Yes,71.6,66.8
TSM-0287,Han Hung,TSMC,TSM,Operations,Senior Director,91.7,601700,15.0,67.7,East Asia,Affluent,No,22.3,82.4
TSM-0288,Sheng Su,TSMC,TSM,Operations,Senior,90.2,76800,8.6,49.1,North America,Middle,No,50.4,73.2
TSM-0289,Chun Kuo,TSMC,TSM,Fab/Manufacturing,Senior,82.2,327600,4.4,72.0,East Asia,Affluent,No,20.7,83.2
TSM-0290,Jian Lin,TSMC,TSM,Engineering,Staff,83.2,68300,11.9,65.2,East Asia,Middle,Yes,66.0,80.3
TSM-0291,Jian Yeh,TSMC,TSM,Legal & Policy,Principal,82.7,137500,6.5,65.0,East Asia,Middle,No,54.0,70.4
TSM-0292,Jian Liu,TSMC,TSM,Engineering,Director,75.4,180200,6.6,72.2,East Asia,Middle,No,55.6,68.1
TSM-0293,Wei Tseng,TSMC,TSM,Engineering,Senior,83.0,136600,14.2,64.7,East Asia,Working class,No,98.9,79.0
TSM-0294,Po Lin,TSMC,TSM,Engineering,Senior,64.5,65700,16.8,55.4,East Asia,Upper-middle,No,50.9,78.3
TSM-0295,Bo Hsieh,TSMC,TSM,Legal & Policy,Staff,81.3,188000,7.3,76.7,East Asia,Affluent,No,21.9,71.0
TSM-0296,Sheng Su,TSMC,TSM,Research & AI,Principal,69.2,253300,8.9,74.5,South Asia,Lower-middle,No,56.2,69.7
TSM-0297,Sheng Kuo,TSMC,TSM,Fab/Manufacturing,Staff,77.3,108500,10.6,62.2,East Asia,Lower-middle,Yes,80.3,59.5
TSM-0298,Mei Chao,TSMC,TSM,Operations,Staff,75.6,163300,9.0,67.4,East Asia,Middle,No,49.6,70.9
TSM-0299,Jun Liu,TSMC,TSM,Quality,Senior Director,79.0,400700,9.0,76.1,East Asia,Upper-middle,No,40.0,78.5
TSM-0300,Han Shen,TSMC,TSM,Operations,Senior,68.4,93100,3.7,57.7,East Asia,Lower-middle,Yes,77.1,76.0
TSM-0301,Bo Tseng,TSMC,TSM,Finance,Senior,77.8,181600,4.6,61.6,East Asia,Working class,Yes,77.7,84.5
TSM-0302,Cheng Tsai,TSMC,TSM,Engineering,Staff,72.1,160600,10.0,64.5,East Asia,Middle,Yes,58.9,74.5
TSM-0303,Li Tsai,TSMC,TSM,Operations,Staff,83.8,170200,9.7,71.5,East Asia,Working class,Yes,93.8,78.7
TSM-0304,Sheng Hsieh,TSMC,TSM,Supply Chain,Principal,83.4,395000,8.8,48.5,East Asia,Lower-middle,Yes,67.6,68.2
TSM-0305,Han Kuo,TSMC,TSM,Sales & GTM,Staff,78.3,95200,13.8,68.5,East Asia,Working class,No,98.7,80.1
TSM-0306,Shu Chang,TSMC,TSM,Engineering,Staff,92.7,83400,3.5,71.5,East Asia,Upper-middle,No,39.2,77.3
TSM-0307,Han Lin,TSMC,TSM,Engineering,Senior,75.5,110700,4.9,57.5,East Asia,Upper-middle,No,45.4,71.8
TSM-0308,Li Chiang,TSMC,TSM,Fab/Manufacturing,Staff,73.6,105500,7.3,59.2,East Asia,Upper-middle,No,37.3,68.6
TSM-0309,Jun Hung,TSMC,TSM,Engineering,Staff,93.5,235400,14.2,68.2,East Asia,Upper-middle,No,43.4,89.4
TSM-0310,Ling Hsieh,TSMC,TSM,Quality,Principal,80.5,112000,6.6,66.6,East Asia,Upper-middle,No,47.4,68.7
TSM-0311,Po Yang,TSMC,TSM,Quality,Staff,82.4,98800,13.2,63.9,East Asia,Working class,Yes,96.8,80.5
TSM-0312,Bo Wu,TSMC,TSM,Fab/Manufacturing,Senior,79.9,70000,6.9,83.3,East Asia,Working class,Yes,95.9,81.6
TSM-0313,Han Chiang,TSMC,TSM,Research & AI,Director,95.0,187000,7.0,58.7,East Asia,Upper-middle,No,43.0,67.8
TSM-0314,Mei Chao,TSMC,TSM,Engineering,Director,65.6,215300,10.2,63.2,East Asia,Lower-middle,Yes,75.0,77.4
TSM-0315,Hui Wang,TSMC,TSM,Engineering,Director,91.3,375600,12.5,58.6,East Asia,Middle,No,52.2,72.7
TSM-0316,Po Lee,TSMC,TSM,Fab/Manufacturing,Senior Director,74.5,303100,14.8,64.3,East Asia,Middle,No,62.0,68.9
TSM-0317,Po Wu,TSMC,TSM,Operations,Staff,74.1,145300,6.3,62.4,East Asia,Working class,Yes,86.7,71.3
TSM-0318,Kai Lu,TSMC,TSM,Sales & GTM,Senior,81.8,313500,14.8,59.2,East Asia,Lower-middle,Yes,71.6,65.9
TSM-0319,Wei Wang,TSMC,TSM,Engineering,Director,75.2,380900,5.0,76.6,East Asia,Lower-middle,Yes,60.6,81.6
TSM-0320,Han Chao,TSMC,TSM,Quality,Staff,79.1,128700,5.2,57.6,East Asia,Lower-middle,Yes,75.6,61.3
TSM-0321,Wei Chao,TSMC,TSM,Research & AI,Senior,76.1,248300,12.5,63.3,East Asia,Working class,Yes,83.5,66.2
TSM-0322,Wen Wang,TSMC,TSM,Engineering,Senior Director,82.6,438400,22.7,67.9,East Asia,Working class,Yes,85.5,98.0
TSM-0323,Mei Huang,TSMC,TSM,Sales & GTM,Director,78.8,202100,8.4,68.7,East Asia,Working class,Yes,100.0,69.0
TSM-0324,Yi Chen,TSMC,TSM,Engineering,Director,80.5,607400,10.1,72.1,East Asia,Upper-middle,Yes,37.9,63.4
TSM-0325,Shu Hung,TSMC,TSM,Legal & Policy,VP,77.1,658700,16.2,64.8,East Asia,Middle,No,56.2,63.1
TSM-0326,Mei Tseng,TSMC,TSM,Supply Chain,Senior,88.1,64100,14.9,59.9,East Asia,Affluent,No,34.7,59.6
TSM-0327,Hui Chiang,TSMC,TSM,Fab/Manufacturing,Senior,71.9,201500,10.8,64.5,East Asia,Middle,No,43.6,77.0
TSM-0328,Ting Kuo,TSMC,TSM,Engineering,Staff,78.9,179300,9.0,60.6,East Asia,Affluent,No,26.6,62.6
TSM-0329,Ying Huang,TSMC,TSM,Fab/Manufacturing,Principal,73.2,97500,11.2,63.8,East Asia,Working class,No,69.7,70.6
TSM-0330,Zhi Chen,TSMC,TSM,Sales & GTM,Principal,83.6,264400,10.0,63.4,Southeast Asia,Lower-middle,No,66.5,82.5
TSM-0331,Hui Chen,TSMC,TSM,Engineering,Senior Director,71.5,160700,21.1,72.2,East Asia,Working class,Yes,88.0,76.4
TSM-0332,Han Liu,TSMC,TSM,Quality,Director,91.6,462600,21.8,58.8,East Asia,Middle,No,50.6,68.0
TSM-0333,Li Hsieh,TSMC,TSM,Fab/Manufacturing,Senior Director,80.1,525400,14.1,77.6,East Asia,Upper-middle,No,28.4,76.7
TSM-0334,Qing Kuo,TSMC,TSM,Engineering,Director,88.1,112400,11.9,69.1,East Asia,Middle,Yes,69.4,65.0
TSM-0335,Ting Wang,TSMC,TSM,Sales & GTM,Senior,76.3,130400,13.9,61.9,East Asia,Upper-middle,No,25.8,77.3
TSM-0336,Jian Chang,TSMC,TSM,People/HR,Principal,77.6,162000,9.0,61.5,East Asia,Middle,Yes,64.3,57.2
TSM-0337,Jia Tseng,TSMC,TSM,Engineering,VP,89.3,460700,16.4,67.4,East Asia,Lower-middle,No,65.7,76.8
TSM-0338,Qing Pan,TSMC,TSM,Quality,Staff,81.9,240100,16.7,56.4,East Asia,Affluent,No,32.9,83.5
TSM-0339,Jun Wu,TSMC,TSM,Research & AI,Staff,79.8,152000,8.9,67.4,East Asia,Middle,No,46.4,75.1
TSM-0340,Hao Huang,TSMC,TSM,Research & AI,Senior Director,90.7,457200,6.8,72.7,East Asia,Middle,No,60.0,62.3
TSM-0341,Li Chao,TSMC,TSM,Legal & Policy,Senior,86.9,105700,4.5,79.6,East Asia,Lower-middle,Yes,73.9,82.2
TSM-0342,Wen Cheng,TSMC,TSM,Engineering,Principal,71.2,87500,5.6,75.1,East Asia,Upper-middle,No,35.7,78.9
TSM-0343,Hui Chen,TSMC,TSM,Engineering,SVP,82.0,566900,19.8,68.1,East Asia,Upper-middle,No,24.6,79.0
TSM-0344,Wei Wang,TSMC,TSM,Legal & Policy,Staff,86.0,111800,5.6,55.7,East Asia,Upper-middle,Yes,44.4,78.0
TSM-0345,Jian Huang,TSMC,TSM,Research & AI,Principal,84.2,189200,12.3,71.8,East Asia,Middle,Yes,61.1,69.4
TSM-0346,Sheng Wu,TSMC,TSM,Quality,Staff,80.3,98300,10.7,60.2,East Asia,Middle,No,60.9,68.1
TSM-0347,Bo Shen,TSMC,TSM,Sales & GTM,Staff,70.1,112500,11.3,65.6,East Asia,Middle,Yes,64.3,90.0
TSM-0348,Ting Chao,TSMC,TSM,Sales & GTM,Senior Director,77.6,182100,18.2,66.1,East Asia,Working class,Yes,92.7,67.0
TSM-0349,Hui Chao,TSMC,TSM,Research & AI,Senior,81.8,175900,9.5,59.9,East Asia,Lower-middle,Yes,78.1,68.2
TSM-0350,Yi Fang,TSMC,TSM,Engineering,Staff,82.2,280000,10.5,70.1,East Asia,Middle,Yes,79.0,64.3
TSM-0351,Ming Chao,TSMC,TSM,Operations,Director,68.6,567900,6.4,53.3,Europe,Upper-middle,No,39.1,79.2
TSM-0352,Cheng Wu,TSMC,TSM,Engineering,Staff,76.3,95800,3.3,79.7,East Asia,Working class,Yes,100.0,90.7
TSM-0353,Cheng Hsieh,TSMC,TSM,Fab/Manufacturing,Principal,74.8,294400,5.4,80.0,East Asia,Middle,Yes,69.1,74.7
TSM-0354,Jian Pan,TSMC,TSM,Operations,Principal,68.7,82700,3.5,74.0,East Asia,Affluent,No,21.6,70.4
TSM-0355,Mei Tsai,TSMC,TSM,Engineering,Staff,89.8,154900,5.6,69.1,East Asia,Working class,Yes,84.9,75.7
TSM-0356,Chih Chiang,TSMC,TSM,Research & AI,Senior,84.5,102000,6.8,59.5,East Asia,Lower-middle,No,61.6,70.5
TSM-0357,Xin Kuo,TSMC,TSM,Finance,Senior,84.5,120400,16.0,61.9,East Asia,Working class,Yes,88.8,69.3
TSM-0358,Wen Chen,TSMC,TSM,Quality,Senior,92.3,160300,6.9,52.5,East Asia,Upper-middle,No,40.9,82.5
TSM-0359,Qing Liao,TSMC,TSM,Fab/Manufacturing,Senior,72.7,54700,7.4,71.2,East Asia,Lower-middle,No,66.4,69.4
TSM-0360,Hui Cheng,TSMC,TSM,Research & AI,Senior,68.1,55700,3.6,67.9,East Asia,Working class,Yes,100.0,83.7
TSM-0361,Hao Lin,TSMC,TSM,People/HR,Senior,80.0,85600,7.0,61.9,North America,Working class,Yes,88.8,77.2
TSM-0362,Qing Hsu,TSMC,TSM,Fab/Manufacturing,C-Suite,100.0,1366400,19.2,74.0,East Asia,Middle,Yes,65.9,76.5
TSM-0363,Wei Hung,TSMC,TSM,Engineering,Senior,86.9,85900,2.7,56.3,East Asia,Upper-middle,No,20.4,56.2
TSM-0364,Ming Kuo,TSMC,TSM,Operations,Director,86.7,163200,10.6,68.4,East Asia,Lower-middle,Yes,67.2,68.0
TSM-0365,Hui Huang,TSMC,TSM,Engineering,Staff,83.2,204700,5.7,60.5,East Asia,Upper-middle,No,25.8,50.2
TSM-0366,Qing Chao,TSMC,TSM,Fab/Manufacturing,Staff,71.1,91800,8.8,60.3,East Asia,Middle,No,49.5,68.3
TSM-0367,Xin Chang,TSMC,TSM,Operations,VP,82.5,412900,6.7,66.4,East Asia,Upper-middle,No,31.1,65.7
TSM-0368,Sheng Huang,TSMC,TSM,Operations,Senior,83.9,113400,13.1,52.5,North America,Affluent,No,20.8,60.7
TSM-0369,Ting Liu,TSMC,TSM,Fab/Manufacturing,Senior,83.9,154800,4.3,69.1,East Asia,Upper-middle,No,46.8,74.3
TSM-0370,Fang Shen,TSMC,TSM,Sales & GTM,Principal,89.2,343000,10.8,60.0,East Asia,Lower-middle,No,66.6,77.4
TSM-0371,Xin Tsai,TSMC,TSM,Sales & GTM,Principal,94.5,224500,9.6,68.8,East Asia,Middle,No,52.2,71.0
TSM-0372,Sheng Chou,TSMC,TSM,Engineering,Staff,91.4,110300,8.9,59.6,East Asia,Upper-middle,No,42.8,68.5
TSM-0373,Mei Yeh,TSMC,TSM,Fab/Manufacturing,Principal,63.5,110100,10.6,61.3,Southeast Asia,Middle,No,46.9,68.1
TSM-0374,Jian Chang,TSMC,TSM,Finance,Director,94.6,337100,21.7,67.8,East Asia,Middle,No,54.3,73.8
TSM-0375,Xin Yang,TSMC,TSM,Supply Chain,Principal,89.9,266600,13.9,80.7,East Asia,Lower-middle,Yes,76.0,75.3
TSM-0376,Ying Yeh,TSMC,TSM,Research & AI,Director,82.2,120200,13.9,75.5,East Asia,Lower-middle,No,68.1,76.9
TSM-0377,Hui Pan,TSMC,TSM,Fab/Manufacturing,Staff,93.9,222000,3.2,70.0,East Asia,Lower-middle,No,55.0,76.3
TSM-0378,Qing Liu,TSMC,TSM,Engineering,Senior,76.8,111400,5.0,67.0,East Asia,Upper-middle,No,43.8,65.9
TSM-0379,Hao Wang,TSMC,TSM,Engineering,Staff,66.0,212900,9.4,62.2,East Asia,Middle,No,64.4,74.3
TSM-0380,Hui Yeh,TSMC,TSM,Operations,Senior,84.6,112100,9.6,56.1,East Asia,Upper-middle,No,39.5,72.7
TSM-0381,Jun Huang,TSMC,TSM,Finance,Director,87.8,299400,7.7,71.7,East Asia,Lower-middle,Yes,89.1,73.9
TSM-0382,Sheng Chen,TSMC,TSM,Sales & GTM,Senior,64.1,95200,10.5,69.3,East Asia,Middle,No,51.1,71.6
TSM-0383,Ting Shen,TSMC,TSM,Legal & Policy,Senior Director,92.4,301500,16.9,69.2,East Asia,Middle,No,42.9,77.4
TSM-0384,Po Huang,TSMC,TSM,Engineering,Principal,78.9,126700,32.0,56.1,East Asia,Middle,No,40.8,60.4
TSM-0385,Jun Lu,TSMC,TSM,Research & AI,Senior Director,89.2,516700,9.5,77.5,East Asia,Upper-middle,No,37.2,56.8
TSM-0386,Yu Wu,TSMC,TSM,Fab/Manufacturing,VP,79.8,1520300,15.6,67.2,East Asia,Lower-middle,Yes,73.3,81.5
TSM-0387,Han Chang,TSMC,TSM,Engineering,Senior,83.5,109700,18.0,47.9,East Asia,Middle,Yes,59.7,67.9
TSM-0388,Sheng Cheng,TSMC,TSM,Engineering,Senior Director,90.3,351700,8.0,63.5,East Asia,Lower-middle,Yes,68.7,76.5
TSM-0389,Hao Liu,TSMC,TSM,Engineering,Director,83.4,115300,10.4,62.8,East Asia,Middle,No,54.4,83.9
TSM-0390,Li Chang,TSMC,TSM,Engineering,Staff,70.0,120000,7.8,58.3,East Asia,Working class,Yes,97.0,60.2
TSM-0391,Kai Shen,TSMC,TSM,Finance,Director,90.9,151300,17.0,63.2,East Asia,Middle,No,49.3,61.4
TSM-0392,Jun Lee,TSMC,TSM,Operations,C-Suite,81.2,1581100,22.8,84.8,East Asia,Working class,Yes,90.3,67.1
TSM-0393,Hui Hung,TSMC,TSM,Sales & GTM,Director,77.4,184700,5.2,79.6,East Asia,Lower-middle,Yes,70.1,83.0
TSM-0394,Ting Fang,TSMC,TSM,Operations,Senior Director,83.2,273500,11.9,72.0,Southeast Asia,Lower-middle,Yes,81.9,67.7
TSM-0395,Yu Tseng,TSMC,TSM,Operations,Principal,80.7,123800,16.9,74.5,Southeast Asia,Upper-middle,No,37.0,84.5
