employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
AVGO-0191,Raj Cohen,Broadcom,AVGO,Quality,Director,82.2,302500,14.5,67.8,East Asia,Affluent,No,31.3,68.1
AVGO-0192,David Cohen,Broadcom,AVGO,Engineering,Staff,62.8,346000,4.2,74.1,North America,Lower-middle,Yes,81.6,79.4
AVGO-0193,Chen Brown,Broadcom,AVGO,Sales & GTM,Staff,70.8,180900,6.4,68.7,North America,Middle,No,47.4,74.2
AVGO-0194,Olivia Nguyen,Broadcom,AVGO,Fab/Manufacturing,Senior,74.8,621200,6.7,63.5,East Asia,Upper-middle,No,38.4,75.4
AVGO-0195,Zoe Petrov,Broadcom,AVGO,Engineering,Senior,64.9,145800,6.3,55.9,Africa,Upper-middle,No,48.8,63.1
AVGO-0196,Michael Singh,Broadcom,AVGO,Research & AI,Director,81.9,1175600,14.4,71.7,North America,Upper-middle,No,40.6,69.6
AVGO-0197,Emily Park,Broadcom,AVGO,Fab/Manufacturing,Principal,76.8,138700,11.7,68.6,Europe,Middle,No,56.8,64.2
AVGO-0198,Maria Hassan,Broadcom,AVGO,Engineering,VP,71.4,867400,17.0,70.0,Europe,Middle,Yes,50.2,55.7
AVGO-0199,Sofia Wang,Broadcom,AVGO,Engineering,Principal,89.3,482900,6.7,62.7,North America,Lower-middle,Yes,78.8,75.0
AVGO-0200,Maria Kim,Broadcom,AVGO,Operations,Staff,81.0,568100,12.6,57.3,North America,Working class,No,83.4,68.6
AVGO-0201,Wei Johnson,Broadcom,AVGO,Research & AI,Director,87.6,211400,24.1,69.5,South Asia,Middle,Yes,69.6,66.6
AVGO-0202,David Johnson,Broadcom,AVGO,Operations,Director,97.9,976400,4.5,70.1,Latin America,Lower-middle,Yes,77.7,74.7
AVGO-0203,David Reyes,Broadcom,AVGO,Sales & GTM,Staff,75.5,466000,11.1,68.8,North America,Middle,Yes,57.9,86.9
AVGO-0204,Mary Tanaka,Broadcom,AVGO,Fab/Manufacturing,VP,65.5,424400,13.4,69.1,North America,Lower-middle,Yes,77.7,64.3
AVGO-0205,Thomas Petrov,Broadcom,AVGO,Sales & GTM,Staff,77.7,165100,9.9,62.5,North America,Middle,Yes,69.7,57.9
AVGO-0206,Thomas Murphy,Broadcom,AVGO,Engineering,Senior,60.4,312200,1.9,71.3,South Asia,Middle,No,45.9,72.8
AVGO-0207,Wei Patel,Broadcom,AVGO,Engineering,Staff,67.0,231900,2.3,74.0,North America,Middle,No,53.0,75.5
AVGO-0208,Mary Patel,Broadcom,AVGO,Sales & GTM,Staff,81.7,516200,5.2,69.3,North America,Working class,Yes,85.2,83.4
AVGO-0209,Carlos Tanaka,Broadcom,AVGO,Operations,Director,90.5,500000,9.2,63.7,North America,Lower-middle,No,66.2,74.3
AVGO-0210,Zoe Anderson,Broadcom,AVGO,Fab/Manufacturing,Senior,83.7,137900,5.7,65.3,North America,Upper-middle,No,32.9,73.2
AVGO-0211,David Nguyen,Broadcom,AVGO,Engineering,Director,86.5,783700,4.9,68.6,North America,Lower-middle,Yes,74.4,72.2
AVGO-0212,Grace Ali,Broadcom,AVGO,Supply Chain,Principal,89.6,970000,14.5,65.6,Europe,Middle,Yes,68.2,77.9
AVGO-0213,Linda Wilson,Broadcom,AVGO,Engineering,Senior,62.0,131800,6.0,59.3,North America,Upper-middle,No,49.6,51.2
AVGO-0214,Wei Tanaka,Broadcom,AVGO,Engineering,Senior,74.4,570000,5.6,78.2,South Asia,Middle,No,50.3,82.7
AVGO-0215,Priya Brown,Broadcom,AVGO,Fab/Manufacturing,Director,75.5,787400,6.2,74.6,Oceania,Upper-middle,No,29.7,71.7
AVGO-0216,James Chen,Broadcom,AVGO,Research & AI,Principal,91.5,453800,9.1,78.3,North America,Middle,No,57.1,84.1
AVGO-0217,Yuki Anderson,Broadcom,AVGO,Fab/Manufacturing,Senior,74.6,94300,5.7,75.2,North America,Lower-middle,No,71.4,68.3
AVGO-0218,Yuki Tanaka,Broadcom,AVGO,Sales & GTM,Staff,90.4,255000,11.3,70.0,Middle East,Working class,Yes,100.0,94.8
AVGO-0219,Linda Silva,Broadcom,AVGO,Engineering,Senior,71.8,525100,9.2,76.6,East Asia,Working class,Yes,95.3,75.4
AVGO-0220,Zoe Garcia,Broadcom,AVGO,Fab/Manufacturing,Staff,72.9,614300,3.4,68.4,South Asia,Affluent,No,13.7,61.1
AVGO-0221,James Chen,Broadcom,AVGO,Supply Chain,Senior,83.9,302000,14.4,59.9,Latin America,Lower-middle,Yes,68.0,85.2
AVGO-0222,Thomas Brown,Broadcom,AVGO,Research & AI,VP,81.2,959600,7.8,73.4,North America,Affluent,No,35.1,55.5
AVGO-0223,Sofia Hassan,Broadcom,AVGO,Fab/Manufacturing,Senior,66.3,95000,2.0,59.5,North America,Lower-middle,No,60.3,69.2
AVGO-0224,Samuel Schmidt,Broadcom,AVGO,Fab/Manufacturing,Staff,50.5,405000,15.0,66.8,South Asia,Middle,Yes,72.9,61.9
AVGO-0225,Yuki Hassan,Broadcom,AVGO,Fab/Manufacturing,Director,85.0,257500,8.4,73.0,Latin America,Lower-middle,No,74.9,65.0
AVGO-0226,Fatima Johnson,Broadcom,AVGO,Engineering,Senior,91.4,375600,3.0,61.4,Latin America,Lower-middle,Yes,83.1,85.8
AVGO-0227,Fatima Yamamoto,Broadcom,AVGO,Engineering,SVP,78.4,983700,13.2,76.1,North America,Working class,Yes,89.9,80.6
AVGO-0228,Elena Singh,Broadcom,AVGO,Research & AI,Senior,67.0,186900,5.1,66.3,Europe,Lower-middle,Yes,72.2,76.8
AVGO-0229,Fatima Anderson,Broadcom,AVGO,People/HR,Senior,63.3,169900,8.6,69.2,North America,Middle,No,42.6,76.3
AVGO-0230,Linda Garcia,Broadcom,AVGO,Fab/Manufacturing,Senior,66.9,171000,21.4,60.8,East Asia,Affluent,No,28.2,79.2
AVGO-0231,Samuel Hassan,Broadcom,AVGO,Operations,Senior,63.1,80100,6.2,65.7,North America,Lower-middle,Yes,68.6,66.4
AVGO-0232,Aisha Reyes,Broadcom,AVGO,Engineering,Senior,77.4,221000,4.9,65.0,Latin America,Lower-middle,Yes,75.8,81.1
AVGO-0233,Daniel Nguyen,Broadcom,AVGO,Engineering,Director,88.6,542900,7.1,70.5,North America,Lower-middle,No,72.6,71.0
AVGO-0234,Emily Anderson,Broadcom,AVGO,Engineering,Director,74.6,352000,7.1,49.2,South Asia,Affluent,No,23.7,70.0
AVGO-0235,John Lee,Broadcom,AVGO,Fab/Manufacturing,Senior,79.7,184500,7.7,59.5,North America,Lower-middle,No,69.4,62.8
AVGO-0236,Olivia Lopez,Broadcom,AVGO,People/HR,Senior,65.3,185000,5.0,59.6,Middle East,Lower-middle,No,60.1,64.0
AVGO-0237,Maria Silva,Broadcom,AVGO,Research & AI,Senior,71.2,230300,3.6,58.4,North America,Lower-middle,Yes,76.9,73.6
AVGO-0238,Aisha Hassan,Broadcom,AVGO,Fab/Manufacturing,Staff,66.2,49200,2.1,64.7,North America,Affluent,No,16.8,82.6
AVGO-0239,Daniel Davis,Broadcom,AVGO,Engineering,Staff,69.7,163100,7.4,58.9,Southeast Asia,Lower-middle,Yes,71.0,71.0
AVGO-0240,Thomas Johnson,Broadcom,AVGO,Fab/Manufacturing,Senior,64.6,193000,4.2,70.4,Latin America,Working class,Yes,78.1,81.7
AVGO-0241,Wei Singh,Broadcom,AVGO,Research & AI,Senior,78.9,436600,6.7,63.3,North America,Middle,No,60.3,81.3
AVGO-0242,David Davis,Broadcom,AVGO,Fab/Manufacturing,Senior,97.3,648900,5.2,66.8,South Asia,Affluent,No,27.5,84.5
AVGO-0243,Maria Wang,Broadcom,AVGO,Fab/Manufacturing,Principal,72.2,165000,8.1,69.6,Latin America,Working class,Yes,82.3,77.5
AVGO-0244,Michael Wilson,Broadcom,AVGO,Research & AI,Senior,62.9,688400,5.8,48.2,Southeast Asia,Lower-middle,Yes,72.6,83.0
AVGO-0245,Wei Martinez,Broadcom,AVGO,Sales & GTM,Senior Director,78.0,846700,8.7,65.4,North America,Upper-middle,Yes,55.2,53.3
AVGO-0246,John Silva,Broadcom,AVGO,Sales & GTM,Principal,82.1,595700,4.6,59.1,North America,Upper-middle,No,29.5,86.5
AVGO-0247,Hiroshi Yamamoto,Broadcom,AVGO,Engineering,Staff,71.7,481100,5.6,64.3,Southeast Asia,Lower-middle,Yes,73.0,80.6
AVGO-0248,Emily Silva,Broadcom,AVGO,Engineering,Principal,97.1,654300,3.6,67.3,Latin America,Middle,No,59.6,70.8
AVGO-0249,Emily Wilson,Broadcom,AVGO,People/HR,Senior,89.3,137200,14.4,67.3,North America,Working class,Yes,96.1,78.6
AVGO-0250,Emily Brown,Broadcom,AVGO,Operations,Senior,77.7,1081100,7.0,64.2,North America,Lower-middle,Yes,89.3,74.2
AVGO-0251,Olivia Silva,Broadcom,AVGO,Engineering,Principal,77.7,368100,5.8,70.2,North America,Middle,Yes,65.1,78.2
AVGO-0252,Linda Ali,Broadcom,AVGO,Supply Chain,Principal,74.0,1005000,6.6,77.4,Europe,Middle,No,53.6,67.1
AVGO-0253,Sofia Garcia,Broadcom,AVGO,Quality,Principal,76.4,303500,10.1,68.3,Europe,Middle,No,52.8,60.3
AVGO-0254,Hannah Patel,Broadcom,AVGO,Fab/Manufacturing,Principal,80.0,350000,7.3,78.9,North America,Middle,No,55.8,80.9
AVGO-0255,Yuki Khan,Broadcom,AVGO,Fab/Manufacturing,VP,74.3,3545900,10.7,63.7,East Asia,Lower-middle,Yes,80.3,83.0
AVGO-0256,Hiroshi Schmidt,Broadcom,AVGO,Operations,Staff,67.9,86800,12.3,63.5,North America,Lower-middle,Yes,80.7,85.1
AVGO-0257,Grace Singh,Broadcom,AVGO,Research & AI,Staff,71.9,171300,1.9,78.7,South Asia,Middle,No,51.8,60.9
AVGO-0258,Elena Okafor,Broadcom,AVGO,Quality,Principal,68.6,291000,11.4,76.8,South Asia,Lower-middle,No,64.8,67.0
AVGO-0259,James Patel,Broadcom,AVGO,Fab/Manufacturing,Staff,64.8,260000,2.9,66.5,Africa,Lower-middle,Yes,73.5,76.0
AVGO-0260,Arjun Lee,Broadcom,AVGO,Quality,Senior Director,97.2,370300,8.2,70.6,South Asia,Lower-middle,Yes,72.0,95.1
AVGO-0261,Kevin Lopez,Broadcom,AVGO,Sales & GTM,Staff,91.3,912200,8.8,62.6,Africa,Middle,No,52.5,59.3
AVGO-0262,Emily Khan,Broadcom,AVGO,Sales & GTM,Principal,67.9,841100,2.3,82.8,North America,Middle,No,44.7,80.2
AVGO-0263,Elena Kim,Broadcom,AVGO,Engineering,VP,90.5,873500,5.7,73.3,Latin America,Middle,No,56.8,74.3
AVGO-0264,Fatima Tanaka,Broadcom,AVGO,Operations,Director,84.9,331900,18.0,60.1,Europe,Working class,Yes,87.7,82.4
AVGO-0265,Carlos Petrov,Broadcom,AVGO,Fab/Manufacturing,Senior,79.1,224200,6.8,71.8,South Asia,Lower-middle,Yes,82.7,67.5
AVGO-0266,Elena Martinez,Broadcom,AVGO,Engineering,Principal,93.0,160300,8.3,63.4,North America,Affluent,Yes,29.5,71.8
AVGO-0267,Olivia Singh,Broadcom,AVGO,Supply Chain,Staff,86.8,781000,3.8,71.2,Europe,Middle,No,59.6,95.0
AVGO-0268,Grace Wang,Broadcom,AVGO,Fab/Manufacturing,Principal,88.1,319300,15.5,64.0,North America,Lower-middle,Yes,75.1,74.4
AVGO-0269,James Garcia,Broadcom,AVGO,Fab/Manufacturing,Staff,84.4,679200,10.6,54.5,North America,Middle,No,47.9,60.2
AVGO-0270,Maria Lee,Broadcom,AVGO,Engineering,Staff,58.6,243000,11.0,66.0,North America,Middle,No,63.0,67.8
AVGO-0271,John Kim,Broadcom,AVGO,Quality,VP,72.8,1318400,11.6,63.3,North America,Middle,No,45.1,83.7
AVGO-0272,James Chen,Broadcom,AVGO,Engineering,Senior,82.4,442800,8.7,61.6,East Asia,Working class,Yes,93.0,76.8
AVGO-0273,Mary Patel,Broadcom,AVGO,Fab/Manufacturing,Staff,94.9,545000,23.8,65.8,North America,Middle,No,50.9,64.2
AVGO-0274,Raj Silva,Broadcom,AVGO,Engineering,SVP,71.4,2167500,6.9,61.5,East Asia,Middle,No,42.6,54.7
AVGO-0275,Mary Murphy,Broadcom,AVGO,Engineering,Senior,72.1,359500,5.4,68.2,North America,Middle,No,51.4,82.7
AVGO-0276,Kevin Lee,Broadcom,AVGO,Supply Chain,Staff,72.2,333800,3.8,71.7,North America,Upper-middle,No,42.1,67.1
AVGO-0277,Maria Patel,Broadcom,AVGO,Quality,Director,64.2,601100,7.7,73.6,North America,Upper-middle,No,30.3,54.9
AVGO-0278,Chen Reyes,Broadcom,AVGO,Research & AI,Staff,77.9,248900,8.7,62.7,Europe,Middle,No,65.0,56.3
AVGO-0279,Carlos Wilson,Broadcom,AVGO,Engineering,Senior,71.5,763300,3.7,64.0,South Asia,Working class,Yes,80.5,82.7
AVGO-0280,Chen Davis,Broadcom,AVGO,Supply Chain,Staff,60.1,149300,5.4,67.3,North America,Lower-middle,No,54.5,60.3
AVGO-0281,Sofia Wang,Broadcom,AVGO,Operations,Staff,79.2,416900,5.7,68.7,North America,Middle,No,54.7,45.9
AVGO-0282,Olivia Ali,Broadcom,AVGO,Research & AI,Staff,70.8,250600,9.7,54.9,North America,Working class,Yes,90.4,69.5
AVGO-0283,Thomas Okafor,Broadcom,AVGO,Operations,Senior,88.9,246500,4.6,71.5,Europe,Working class,No,72.9,87.1
AVGO-0284,Priya Tanaka,Broadcom,AVGO,Operations,Staff,75.2,225900,4.1,54.1,North America,Upper-middle,No,27.1,61.3
AVGO-0285,Zoe Okafor,Broadcom,AVGO,Fab/Manufacturing,Senior,74.0,185800,2.8,70.4,North America,Affluent,No,34.5,56.4
AVGO-0286,Ahmed Murphy,Broadcom,AVGO,Fab/Manufacturing,Senior Director,81.2,617700,12.4,60.5,South Asia,Middle,No,70.7,66.9
AVGO-0287,Fatima Khan,Broadcom,AVGO,Finance,Director,70.0,532600,7.8,73.6,North America,Middle,Yes,61.0,72.3
AVGO-0288,Maria Garcia,Broadcom,AVGO,Fab/Manufacturing,VP,68.5,738500,13.1,83.6,North America,Lower-middle,Yes,76.9,54.0
AVGO-0289,Emily Anderson,Broadcom,AVGO,Engineering,Senior,97.8,88300,8.9,68.8,North America,Lower-middle,No,72.2,59.5
AVGO-0290,Samuel Cohen,Broadcom,AVGO,Quality,Senior,70.1,149500,6.6,66.0,Africa,Middle,No,56.7,75.6
AVGO-0291,Maria Lopez,Broadcom,AVGO,Engineering,Senior,58.3,322600,11.6,67.5,South Asia,Lower-middle,Yes,74.4,73.5
AVGO-0292,Thomas Tanaka,Broadcom,AVGO,Engineering,Senior,87.5,598200,8.2,68.4,East Asia,Middle,No,58.3,76.2
AVGO-0293,Fatima Wilson,Broadcom,AVGO,Operations,Senior,79.0,448400,7.3,58.5,Europe,Lower-middle,Yes,67.1,68.1
AVGO-0294,Sofia Anderson,Broadcom,AVGO,Engineering,Senior,71.3,199000,6.3,64.5,North America,Upper-middle,No,30.0,80.6
AVGO-0295,Maria Garcia,Broadcom,AVGO,Engineering,Staff,70.6,272900,3.3,61.2,South Asia,Upper-middle,Yes,36.2,68.5
AVGO-0296,Sofia Singh,Broadcom,AVGO,Engineering,Senior Director,86.3,602500,5.1,76.4,North America,Lower-middle,Yes,68.7,70.5
AVGO-0297,Priya Park,Broadcom,AVGO,Quality,Director,54.3,243100,12.6,70.9,Europe,Upper-middle,No,36.6,73.7
AVGO-0298,Raj Singh,Broadcom,AVGO,Operations,Staff,76.3,204500,1.5,74.2,South Asia,Lower-middle,Yes,65.0,63.0
AVGO-0299,Emily Rossi,Broadcom,AVGO,Quality,Senior Director,68.7,970400,13.4,71.2,South Asia,Upper-middle,No,23.5,69.7
AVGO-0300,Zoe Yamamoto,Broadcom,AVGO,Fab/Manufacturing,VP,74.0,196400,13.3,59.7,North America,Middle,Yes,53.6,72.1
AVGO-0301,Yuki Tanaka,Broadcom,AVGO,Finance,Principal,72.3,248200,14.7,70.6,North America,Lower-middle,Yes,68.3,77.5
AVGO-0302,Emily Rossi,Broadcom,AVGO,Quality,Senior,57.0,252200,5.1,72.4,East Asia,Lower-middle,No,63.2,77.4
AVGO-0303,Michael Reyes,Broadcom,AVGO,Engineering,Senior,85.7,145400,6.3,62.3,Africa,Working class,Yes,79.0,80.7
AVGO-0304,Samuel Wang,Broadcom,AVGO,Legal & Policy,Staff,56.7,474500,4.0,64.8,North America,Middle,No,57.7,91.2
AVGO-0305,Hiroshi Davis,Broadcom,AVGO,Research & AI,Principal,73.9,357300,11.5,72.6,North America,Middle,No,50.9,72.9
AVGO-0306,David Anderson,Broadcom,AVGO,Operations,Principal,84.3,141700,2.6,53.9,South Asia,Lower-middle,Yes,76.7,69.3
AVGO-0307,Nina Wilson,Broadcom,AVGO,Research & AI,Principal,77.2,774300,3.6,72.7,East Asia,Working class,Yes,96.8,79.8
AVGO-0308,Fatima Anderson,Broadcom,AVGO,Engineering,Director,87.1,432900,6.8,70.7,South Asia,Lower-middle,No,62.3,66.6
AVGO-0309,Kevin Brown,Broadcom,AVGO,Sales & GTM,Principal,51.6,286600,8.1,60.6,East Asia,Lower-middle,Yes,68.8,78.9
AVGO-0310,David Hassan,Broadcom,AVGO,Operations,Staff,69.2,618300,3.9,65.7,Europe,Lower-middle,Yes,78.8,63.8
AVGO-0311,Olivia Yamamoto,Broadcom,AVGO,Research & AI,Staff,72.5,679000,8.5,73.9,Southeast Asia,Working class,No,77.0,77.4
AVGO-0312,Hiroshi Lopez,Broadcom,AVGO,Engineering,Senior,81.7,183800,6.7,68.5,East Asia,Upper-middle,No,27.9,57.8
AVGO-0313,Zoe Hassan,Broadcom,AVGO,Engineering,Senior,91.0,392100,10.8,60.8,East Asia,Middle,No,55.1,67.7
AVGO-0314,Yuki Tanaka,Broadcom,AVGO,Operations,Staff,84.1,242100,1.3,71.4,East Asia,Lower-middle,Yes,77.6,70.2
AVGO-0315,Emily Singh,Broadcom,AVGO,Operations,Senior,73.3,104600,5.0,63.3,Latin America,Upper-middle,No,31.0,56.9
AVGO-0316,John Hassan,Broadcom,AVGO,Engineering,Staff,71.0,236200,7.4,58.7,North America,Middle,Yes,58.5,71.4
AVGO-0317,Grace Chen,Broadcom,AVGO,Fab/Manufacturing,Senior Director,83.6,977900,6.9,68.7,North America,Upper-middle,No,36.0,71.8
AVGO-0318,Chen Hassan,Broadcom,AVGO,Finance,Principal,88.3,536100,7.9,62.2,South Asia,Working class,Yes,100.0,77.1
AVGO-0319,Elena Patel,Broadcom,AVGO,Engineering,Staff,73.8,145700,5.3,57.0,North America,Working class,No,79.5,78.6
AVGO-0320,Mary Chen,Broadcom,AVGO,Fab/Manufacturing,Staff,72.8,416400,6.0,72.4,Southeast Asia,Affluent,No,32.1,52.9
AVGO-0321,Priya Singh,Broadcom,AVGO,Research & AI,Senior,81.1,199500,4.0,59.0,North America,Upper-middle,No,44.2,75.7
AVGO-0322,Zoe Ali,Broadcom,AVGO,Research & AI,VP,82.6,1630400,7.3,62.4,East Asia,Lower-middle,Yes,69.2,75.4
AVGO-0323,John Petrov,Broadcom,AVGO,Engineering,Senior,71.8,262600,10.9,53.2,North America,Upper-middle,Yes,46.5,55.5
AVGO-0324,Samuel Martinez,Broadcom,AVGO,Engineering,Staff,85.0,87500,1.6,74.7,South Asia,Lower-middle,No,73.1,80.8
AVGO-0325,Linda Lopez,Broadcom,AVGO,Operations,VP,93.9,1031100,12.9,67.4,South Asia,Upper-middle,Yes,52.0,63.6
AVGO-0326,Hannah Reyes,Broadcom,AVGO,Engineering,Principal,86.9,411600,4.4,73.8,Southeast Asia,Lower-middle,Yes,69.5,71.5
AVGO-0327,Grace Johnson,Broadcom,AVGO,Engineering,Staff,76.7,331900,1.2,70.7,South Asia,Middle,No,44.3,68.5
AVGO-0328,Chen Smith,Broadcom,AVGO,Fab/Manufacturing,Senior Director,77.9,529300,19.8,67.9,North America,Middle,Yes,71.6,69.2
AVGO-0329,Hannah Schmidt,Broadcom,AVGO,Fab/Manufacturing,Director,70.8,552600,12.1,66.2,North America,Middle,No,48.0,67.5
AVGO-0330,Yuki Ali,Broadcom,AVGO,Engineering,Senior,70.5,133400,15.5,55.0,South Asia,Middle,No,53.1,78.0
AVGO-0331,Raj Patel,Broadcom,AVGO,Engineering,Director,90.9,322200,19.4,56.0,North America,Working class,No,82.6,69.8
AVGO-0332,Sofia Anderson,Broadcom,AVGO,Engineering,Director,74.8,288400,8.6,69.2,North America,Middle,No,52.5,77.1
AVGO-0333,Nina Ali,Broadcom,AVGO,Sales & GTM,Principal,91.4,341500,3.1,73.9,South Asia,Middle,No,53.3,70.0
AVGO-0334,Nina Petrov,Broadcom,AVGO,Engineering,Staff,73.3,471200,5.6,65.3,North America,Middle,No,64.3,75.8
AVGO-0335,Nina Ali,Broadcom,AVGO,Fab/Manufacturing,Senior Director,91.2,1021200,10.0,78.7,Southeast Asia,Middle,No,53.3,65.1
AVGO-0336,Wei Smith,Broadcom,AVGO,Legal & Policy,Senior,82.9,144100,2.4,63.0,East Asia,Lower-middle,Yes,73.7,72.8
AVGO-0337,Thomas Wilson,Broadcom,AVGO,Fab/Manufacturing,Senior,88.0,223100,2.0,67.5,Middle East,Working class,No,81.1,60.8
AVGO-0338,Kevin Chen,Broadcom,AVGO,Fab/Manufacturing,Director,86.8,965300,3.9,76.7,South Asia,Affluent,No,23.0,62.9
AVGO-0339,Raj Park,Broadcom,AVGO,Research & AI,SVP,57.3,1084800,11.0,63.4,Middle East,Lower-middle,No,64.8,65.9
AVGO-0340,Zoe Murphy,Broadcom,AVGO,Finance,Principal,93.2,693400,6.7,66.2,South Asia,Lower-middle,Yes,81.6,77.1
AVGO-0341,Emily Schmidt,Broadcom,AVGO,Quality,Senior,80.1,158700,2.2,62.2,North America,Middle,Yes,64.0,79.6
AVGO-0342,Carlos Garcia,Broadcom,AVGO,Sales & GTM,Principal,80.8,238500,3.0,77.1,North America,Working class,Yes,96.9,80.4
AVGO-0343,Zoe Rossi,Broadcom,AVGO,Sales & GTM,Senior,74.6,213900,13.9,60.6,North America,Middle,Yes,60.0,75.6
AVGO-0344,Arjun Johnson,Broadcom,AVGO,Engineering,Senior,68.6,281500,4.4,62.2,South Asia,Middle,No,52.5,59.2
AVGO-0345,Ahmed Lopez,Broadcom,AVGO,Fab/Manufacturing,Director,76.1,276000,4.0,59.8,North America,Upper-middle,No,48.2,70.4
AVGO-0346,Carlos Okafor,Broadcom,AVGO,Finance,VP,81.6,489100,7.4,76.2,Middle East,Middle,No,55.1,79.4
AVGO-0347,Mary Nguyen,Broadcom,AVGO,Sales & GTM,Senior,59.9,59100,2.1,69.4,South Asia,Working class,Yes,86.8,87.2
AVGO-0348,Zoe Wilson,Broadcom,AVGO,Engineering,Senior,71.8,190900,6.6,51.0,East Asia,Middle,No,57.5,64.8
AVGO-0349,Elena Nguyen,Broadcom,AVGO,Fab/Manufacturing,Senior,86.6,75900,9.6,54.3,North America,Lower-middle,No,58.7,55.0
AVGO-0350,Olivia Hassan,Broadcom,AVGO,Fab/Manufacturing,Senior,88.5,229600,2.6,60.2,Middle East,Upper-middle,No,38.9,47.3
AVGO-0351,Kevin Wilson,Broadcom,AVGO,Operations,Senior Director,70.8,714200,20.6,62.5,East Asia,Upper-middle,No,28.0,56.6
AVGO-0352,Thomas Smith,Broadcom,AVGO,Sales & GTM,VP,93.7,975200,5.7,72.2,South Asia,Lower-middle,No,68.9,77.1
AVGO-0353,Aisha Anderson,Broadcom,AVGO,Engineering,Senior,71.2,307200,10.2,60.5,North America,Working class,Yes,98.2,80.7
AVGO-0354,James Park,Broadcom,AVGO,Finance,Senior,80.7,477400,11.4,64.9,Southeast Asia,Working class,Yes,88.7,76.4
AVGO-0355,Raj Johnson,Broadcom,AVGO,Engineering,Senior,84.9,581600,5.2,75.0,North America,Lower-middle,No,70.0,72.9
AVGO-0356,Emily Schmidt,Broadcom,AVGO,Quality,Senior,67.0,47500,1.9,54.6,East Asia,Middle,No,49.9,68.3
AVGO-0357,Olivia Wang,Broadcom,AVGO,Engineering,Staff,59.4,288000,12.2,67.0,North America,Middle,No,40.7,59.7
AVGO-0358,Daniel Hassan,Broadcom,AVGO,Operations,Staff,85.5,733400,4.7,65.4,North America,Affluent,No,32.0,65.0
AVGO-0359,Elena Nguyen,Broadcom,AVGO,Engineering,Staff,66.4,832300,5.2,65.5,South Asia,Lower-middle,No,68.8,84.2
AVGO-0360,Nina Patel,Broadcom,AVGO,Engineering,Staff,66.3,213700,3.6,61.9,East Asia,Middle,Yes,65.0,79.1
AVGO-0361,Linda Petrov,Broadcom,AVGO,Operations,Senior,83.0,129500,5.5,54.7,South Asia,Middle,Yes,63.7,58.8
AVGO-0362,Michael Khan,Broadcom,AVGO,Legal & Policy,Principal,78.0,884900,7.0,80.5,South Asia,Lower-middle,Yes,74.0,68.5
AVGO-0363,Hannah Hassan,Broadcom,AVGO,Engineering,Senior,77.8,282400,11.5,78.2,Europe,Working class,Yes,81.6,60.9
AVGO-0364,Carlos Singh,Broadcom,AVGO,Fab/Manufacturing,C-Suite,94.7,811800,10.1,92.0,East Asia,Middle,No,43.3,82.7
AVGO-0365,Priya Reyes,Broadcom,AVGO,Operations,VP,86.2,505400,11.2,59.3,East Asia,Upper-middle,No,48.6,58.0
AVGO-0366,Nina Cohen,Broadcom,AVGO,Finance,Staff,68.8,226300,10.1,66.2,North America,Lower-middle,No,64.4,75.7
AVGO-0367,Hannah Petrov,Broadcom,AVGO,Sales & GTM,Senior,90.3,561100,2.6,58.7,South Asia,Middle,No,53.1,62.8
AVGO-0368,Kevin Singh,Broadcom,AVGO,Engineering,VP,88.0,720800,6.5,80.2,North America,Affluent,No,35.5,76.1
AVGO-0369,Thomas Singh,Broadcom,AVGO,Fab/Manufacturing,Senior,85.0,292300,4.6,61.8,North America,Affluent,No,19.3,55.1
AVGO-0370,Nina Murphy,Broadcom,AVGO,Sales & GTM,SVP,94.8,1878000,11.5,73.6,East Asia,Affluent,No,19.2,71.8
AVGO-0371,Linda Hassan,Broadcom,AVGO,Engineering,Staff,77.1,189700,8.9,65.9,North America,Lower-middle,No,54.8,74.3
AVGO-0372,Hannah Hassan,Broadcom,AVGO,Quality,Staff,89.3,298000,4.2,59.8,North America,Working class,Yes,73.3,69.1
AVGO-0373,James Kim,Broadcom,AVGO,Operations,Staff,70.7,547200,5.9,63.6,South Asia,Affluent,No,29.4,72.7
AVGO-0374,Ahmed Wilson,Broadcom,AVGO,Engineering,Principal,74.6,209500,6.7,62.1,East Asia,Lower-middle,Yes,77.1,79.2
AVGO-0375,Hiroshi Hassan,Broadcom,AVGO,Research & AI,Senior,69.5,89900,2.0,74.6,Europe,Middle,No,47.2,70.3
AVGO-0376,Arjun Hassan,Broadcom,AVGO,Fab/Manufacturing,Director,81.6,251600,11.1,72.3,North America,Lower-middle,Yes,80.4,66.9
AVGO-0377,Zoe Reyes,Broadcom,AVGO,Sales & GTM,VP,75.2,1532200,7.3,65.8,East Asia,Middle,No,58.1,69.5
AVGO-0378,Priya Rossi,Broadcom,AVGO,Research & AI,Senior,77.2,214000,9.7,67.2,North America,Lower-middle,Yes,72.3,86.7
AVGO-0379,David Ali,Broadcom,AVGO,Research & AI,Principal,76.3,763000,14.0,65.8,East Asia,Middle,No,54.2,73.2
AVGO-0380,James Petrov,Broadcom,AVGO,Fab/Manufacturing,Principal,82.5,1163000,10.2,63.2,South Asia,Middle,Yes,66.5,66.4
