employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
2222-0172,Mohammed Al-Mutairi,Saudi Aramco,2222.SR,Operations,Director,81.1,378400,6.8,73.3,Middle East,Middle,No,52.3,76.4
2222-0173,Sara Al-Qahtani,Saudi Aramco,2222.SR,Operations,Director,76.1,200000,10.0,54.1,Middle East,Lower-middle,Yes,67.5,77.6
2222-0174,Jana Bin Laden,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,83.2,99100,15.9,61.0,Middle East,Middle,Yes,54.0,72.1
2222-0175,Ziad Al-Mutairi,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,72.0,172200,7.3,59.4,Middle East,Working class,Yes,91.0,80.4
2222-0176,Layla Al-Hassan,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,79.3,156700,23.4,74.1,Middle East,Middle,Yes,49.5,83.4
2222-0177,Noura Al-Mutairi,Saudi Aramco,2222.SR,Finance,Senior Director,94.7,1055000,12.0,57.8,Middle East,Working class,No,93.0,84.7
2222-0178,Tariq Al-Dossari,Saudi Aramco,2222.SR,People/HR,Senior,92.9,150300,8.3,54.0,Middle East,Upper-middle,No,47.8,77.9
2222-0179,Omar Al-Otaibi,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,91.8,265500,14.5,70.5,Middle East,Upper-middle,No,35.3,53.8
2222-0180,Sara Al-Mutairi,Saudi Aramco,2222.SR,Finance,Principal,88.3,143600,18.7,57.5,Middle East,Middle,Yes,62.2,51.4
2222-0181,Abdullah Al-Faraj,Saudi Aramco,2222.SR,Supply Chain,Staff,68.1,144900,9.8,78.5,Middle East,Upper-middle,No,32.2,67.2
2222-0182,Khalid Bin Laden,Saudi Aramco,2222.SR,Sales & Trading,Director,85.1,99300,11.7,70.8,Middle East,Lower-middle,Yes,58.8,66.9
2222-0183,Jana Al-Nasser,Saudi Aramco,2222.SR,HSE/Safety,Staff,79.4,86500,7.3,59.7,Middle East,Upper-middle,No,23.5,51.7
2222-0184,Majed Al-Qahtani,Saudi Aramco,2222.SR,Research & Tech,Staff,81.1,368500,8.4,72.6,South Asia,Affluent,No,18.0,69.7
2222-0185,Mohammed Al-Sulaiman,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,70.2,212600,23.7,54.9,Middle East,Lower-middle,No,66.6,62.8
2222-0186,Faisal Al-Anazi,Saudi Aramco,2222.SR,Research & Tech,Principal,97.9,728700,5.0,70.6,Middle East,Middle,No,51.6,62.4
2222-0187,Tariq Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,71.6,100100,14.0,68.5,Middle East,Middle,No,51.4,80.5
2222-0188,Sara Al-Nasser,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,66.7,227800,3.5,74.3,Middle East,Working class,Yes,85.7,67.3
2222-0189,Saud Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,70.2,114100,6.3,48.9,Middle East,Upper-middle,No,45.0,77.0
2222-0190,Tariq Al-Ghamdi,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,70.3,848000,12.5,69.9,Middle East,Working class,Yes,98.3,59.2
2222-0191,Lina Al-Sulaiman,Saudi Aramco,2222.SR,HSE/Safety,Principal,89.0,187700,15.4,58.6,Middle East,Working class,Yes,91.6,70.1
2222-0192,Huda Al-Sulaiman,Saudi Aramco,2222.SR,Upstream/Engineering,Director,90.1,125900,16.9,68.4,South Asia,Lower-middle,Yes,60.4,70.2
2222-0193,Reem Al-Ghamdi,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,71.0,177900,4.2,68.2,Southeast Asia,Lower-middle,No,63.3,69.6
2222-0194,Salem Al-Ghamdi,Saudi Aramco,2222.SR,Sales & Trading,Senior,72.9,147200,12.2,62.2,Middle East,Lower-middle,No,67.0,50.2
2222-0195,Dana Bin Laden,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,80.2,82500,15.1,51.1,Middle East,Middle,Yes,58.6,72.3
2222-0196,Rana Bin Laden,Saudi Aramco,2222.SR,Finance,Staff,78.3,167700,5.8,67.2,Middle East,Working class,Yes,89.5,76.9
2222-0197,Huda Al-Anazi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,86.7,48600,3.1,69.1,Middle East,Middle,No,60.2,62.9
2222-0198,Sara Al-Ghamdi,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,74.3,174500,11.7,61.2,Middle East,Middle,Yes,66.8,66.8
2222-0199,Bandar Al-Amri,Saudi Aramco,2222.SR,Sales & Trading,Senior Director,92.9,537500,19.1,69.3,Middle East,Lower-middle,Yes,63.3,83.0
2222-0200,Salem Al-Faraj,Saudi Aramco,2222.SR,Operations,Senior,66.3,78100,22.1,67.6,Middle East,Lower-middle,Yes,83.3,81.5
2222-0201,Layla Al-Otaibi,Saudi Aramco,2222.SR,Operations,Senior,84.1,125100,14.9,52.6,Middle East,Upper-middle,Yes,53.4,78.2
2222-0202,Bandar Al-Saud,Saudi Aramco,2222.SR,Supply Chain,Senior Director,100.0,395500,8.5,70.3,Middle East,Middle,Yes,57.9,61.3
2222-0203,Abdullah Al-Rashid,Saudi Aramco,2222.SR,HSE/Safety,Senior,67.3,106900,14.7,43.2,Middle East,Working class,No,75.0,82.1
2222-0204,Abdullah Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,97.9,162600,13.5,58.3,South Asia,Middle,Yes,72.6,86.2
2222-0205,Majed Al-Ghamdi,Saudi Aramco,2222.SR,Supply Chain,Staff,79.7,173400,11.2,66.4,Middle East,Middle,Yes,56.7,85.8
2222-0206,Mohammed Al-Hassan,Saudi Aramco,2222.SR,Legal & Policy,Senior,69.0,174700,5.9,56.1,Middle East,Middle,No,47.4,69.4
2222-0207,Salem Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,81.6,187000,7.8,56.2,Middle East,Upper-middle,No,33.9,69.1
2222-0208,Rana Bin Laden,Saudi Aramco,2222.SR,Operations,Senior Director,77.6,120000,11.5,61.7,Middle East,Middle,No,58.0,69.1
2222-0209,Khalid Al-Nasser,Saudi Aramco,2222.SR,Sales & Trading,VP,100.0,204600,14.2,60.3,Middle East,Middle,No,48.2,70.2
2222-0210,Omar Al-Zahrani,Saudi Aramco,2222.SR,HSE/Safety,Principal,81.5,153800,17.1,53.3,Middle East,Affluent,No,28.2,65.6
2222-0211,Tariq Al-Rashid,Saudi Aramco,2222.SR,Operations,Staff,79.9,103000,21.9,51.1,Middle East,Lower-middle,Yes,63.5,71.1
2222-0212,Faisal Al-Faraj,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,79.3,130100,6.0,59.7,Middle East,Working class,Yes,87.6,76.7
2222-0213,Layla Al-Dossari,Saudi Aramco,2222.SR,Operations,Staff,90.5,103000,12.5,56.2,Africa,Middle,No,54.8,65.8
2222-0214,Tariq Al-Sulaiman,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,73.6,130700,7.3,68.7,Middle East,Working class,No,90.1,80.7
2222-0215,Reem Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,86.7,289200,14.7,53.7,Middle East,Middle,No,62.7,63.0
2222-0216,Huda Al-Amri,Saudi Aramco,2222.SR,Operations,Senior,65.3,159900,13.3,43.0,Middle East,Middle,No,48.3,53.4
2222-0217,Hessa Al-Shehri,Saudi Aramco,2222.SR,People/HR,Senior,75.4,143600,15.8,68.8,Middle East,Lower-middle,Yes,83.2,75.4
2222-0218,Abdullah Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,91.1,172300,7.6,63.3,Middle East,Middle,No,56.9,64.3
2222-0219,Bandar Al-Mutairi,Saudi Aramco,2222.SR,Operations,Senior,85.8,156100,13.4,66.7,South Asia,Lower-middle,No,60.9,74.1
2222-0220,Noura Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,77.4,234500,31.1,50.5,South Asia,Middle,Yes,52.5,71.9
2222-0221,Yousef Al-Rashid,Saudi Aramco,2222.SR,Research & Tech,Senior,89.4,111900,6.6,60.5,Middle East,Working class,Yes,86.9,71.5
2222-0222,Omar Bin Laden,Saudi Aramco,2222.SR,Operations,Staff,69.4,111100,16.8,48.4,Middle East,Middle,No,55.6,69.7
2222-0223,Huda Al-Harbi,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,75.7,492400,5.8,46.3,Middle East,Affluent,No,26.7,58.9
2222-0224,Maryam Al-Subaie,Saudi Aramco,2222.SR,Supply Chain,Director,77.6,267800,18.4,59.1,Middle East,Working class,Yes,93.4,71.5
2222-0225,Mohammed Al-Dossari,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,83.5,87300,9.4,58.7,Middle East,Affluent,No,19.9,52.1
2222-0226,Maryam Al-Shehri,Saudi Aramco,2222.SR,Operations,Staff,81.4,650400,1.6,62.1,Middle East,Working class,Yes,91.4,83.9
2222-0227,Bandar Al-Saud,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,77.8,51100,12.3,71.5,Middle East,Lower-middle,Yes,87.4,75.3
2222-0228,Tariq Al-Saud,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,69.0,156100,4.9,70.8,Middle East,Middle,No,52.4,56.5
2222-0229,Lina Al-Maliki,Saudi Aramco,2222.SR,Research & Tech,Senior,77.2,116200,16.7,59.1,Middle East,Working class,Yes,100.0,79.9
2222-0230,Ziad Al-Rashid,Saudi Aramco,2222.SR,HSE/Safety,Director,82.0,266600,14.8,58.5,Middle East,Lower-middle,Yes,73.4,77.3
2222-0231,Noura Al-Anazi,Saudi Aramco,2222.SR,Operations,Director,79.6,379200,9.4,67.6,Middle East,Middle,No,48.7,80.0
2222-0232,Rana Al-Nasser,Saudi Aramco,2222.SR,HSE/Safety,Staff,92.8,119900,26.1,51.0,Middle East,Working class,Yes,85.8,81.0
2222-0233,Amal Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,VP,88.2,661700,10.1,58.5,Middle East,Middle,No,49.7,57.2
2222-0234,Lina Bin Laden,Saudi Aramco,2222.SR,HSE/Safety,VP,80.3,258200,24.9,54.6,Middle East,Upper-middle,No,36.5,75.8
2222-0235,Majed Al-Anazi,Saudi Aramco,2222.SR,Research & Tech,Senior,73.4,160200,19.5,69.2,Middle East,Working class,Yes,87.6,82.7
2222-0236,Sara Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,86.1,79500,10.2,74.4,Middle East,Middle,No,50.8,62.6
2222-0237,Hamad Al-Sulaiman,Saudi Aramco,2222.SR,Sales & Trading,Staff,82.4,116500,12.4,74.1,Middle East,Middle,No,46.8,87.5
2222-0238,Abdullah Al-Sulaiman,Saudi Aramco,2222.SR,Research & Tech,Senior,64.8,225500,17.7,64.6,Middle East,Lower-middle,No,77.1,75.0
2222-0239,Huda Al-Harbi,Saudi Aramco,2222.SR,Sales & Trading,Senior Director,84.9,514000,18.2,78.4,Europe,Working class,Yes,90.8,80.5
2222-0240,Huda Al-Dossari,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,74.5,139900,6.9,66.9,Middle East,Lower-middle,Yes,64.6,65.7
2222-0241,Fatima Al-Hassan,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,89.3,321700,11.9,69.2,Middle East,Lower-middle,Yes,84.3,87.0
2222-0242,Rana Al-Otaibi,Saudi Aramco,2222.SR,Sales & Trading,Principal,78.8,285300,20.5,65.1,South Asia,Middle,No,59.1,58.3
2222-0243,Omar Al-Shehri,Saudi Aramco,2222.SR,Sales & Trading,VP,100.0,849800,17.8,76.3,Middle East,Middle,No,56.4,69.9
2222-0244,Faisal Al-Sulaiman,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,89.0,677500,14.5,68.2,Middle East,Affluent,No,29.4,71.3
2222-0245,Amal Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Director,66.9,281000,14.7,63.7,Middle East,Affluent,No,31.2,73.7
2222-0246,Jana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,89.7,128100,7.8,58.3,Middle East,Affluent,No,16.7,59.6
2222-0247,Abdullah Al-Juhani,Saudi Aramco,2222.SR,Supply Chain,Director,83.5,645600,9.8,78.2,South Asia,Working class,Yes,90.4,86.2
2222-0248,Dana Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,62.7,187700,15.6,57.1,Middle East,Lower-middle,Yes,78.6,77.2
2222-0249,Sara Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,83.2,109400,6.9,58.4,Middle East,Lower-middle,No,68.8,75.1
2222-0250,Khalid Al-Shehri,Saudi Aramco,2222.SR,Operations,Staff,77.4,185200,17.5,74.1,Middle East,Middle,No,46.0,63.9
2222-0251,Majed Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Director,85.4,184200,8.7,67.1,Middle East,Lower-middle,Yes,81.5,75.4
2222-0252,Ziad Al-Shehri,Saudi Aramco,2222.SR,Operations,Principal,87.0,214000,7.7,67.7,Middle East,Middle,No,43.3,88.0
2222-0253,Huda Al-Anazi,Saudi Aramco,2222.SR,Operations,Senior,75.2,124700,17.5,65.5,Middle East,Middle,No,50.5,83.0
2222-0254,Majed Bin Laden,Saudi Aramco,2222.SR,Operations,Principal,86.3,454200,11.8,73.0,South Asia,Lower-middle,Yes,74.3,76.6
2222-0255,Fatima Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,100.0,113300,8.2,62.2,Africa,Middle,Yes,53.1,77.9
2222-0256,Sara Al-Harbi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,93.8,259700,20.5,63.0,Middle East,Affluent,No,31.6,68.5
2222-0257,Mohammed Al-Zahrani,Saudi Aramco,2222.SR,Refining & Chemicals,Senior Director,95.5,319100,10.8,63.6,Southeast Asia,Lower-middle,Yes,75.1,70.5
2222-0258,Rana Al-Sulaiman,Saudi Aramco,2222.SR,Operations,Principal,73.7,222400,15.3,56.9,Middle East,Working class,Yes,92.6,87.4
2222-0259,Lina Al-Saud,Saudi Aramco,2222.SR,Operations,Senior,91.7,183900,12.9,67.9,Middle East,Middle,No,52.7,72.5
2222-0260,Omar Al-Faraj,Saudi Aramco,2222.SR,Sales & Trading,Senior,90.7,201400,14.3,60.9,Middle East,Middle,Yes,56.4,63.7
2222-0261,Jana Al-Qahtani,Saudi Aramco,2222.SR,HSE/Safety,Senior,78.8,94800,8.3,58.9,Middle East,Upper-middle,No,28.5,63.2
2222-0262,Noura Al-Nasser,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,84.1,135200,8.9,77.4,South Asia,Upper-middle,No,30.0,66.4
2222-0263,Khalid Al-Qahtani,Saudi Aramco,2222.SR,Legal & Policy,Staff,74.0,180700,15.0,61.4,Middle East,Working class,Yes,93.0,80.1
2222-0264,Omar Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,85.0,110000,4.1,63.7,Southeast Asia,Upper-middle,No,45.6,60.4
2222-0265,Salem Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,86.4,98800,12.0,56.6,Europe,Working class,Yes,88.5,58.0
2222-0266,Saud Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,75.4,132100,13.1,69.7,Middle East,Lower-middle,No,72.9,75.6
2222-0267,Sara Al-Shehri,Saudi Aramco,2222.SR,Supply Chain,Director,91.4,345500,20.6,65.8,Middle East,Upper-middle,No,39.2,62.1
2222-0268,Bandar Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,81.9,221400,4.8,76.1,Middle East,Middle,Yes,59.8,88.2
2222-0269,Maryam Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,76.6,127800,18.4,54.6,Middle East,Middle,No,52.0,58.3
2222-0270,Nasser Al-Sulaiman,Saudi Aramco,2222.SR,Operations,VP,75.6,606400,9.5,73.3,Africa,Affluent,No,18.8,43.9
2222-0271,Omar Al-Faraj,Saudi Aramco,2222.SR,Sales & Trading,Director,84.6,353100,14.9,70.6,South Asia,Working class,Yes,94.0,81.4
2222-0272,Hamad Al-Juhani,Saudi Aramco,2222.SR,HSE/Safety,Senior,64.9,92600,6.5,62.1,Middle East,Lower-middle,Yes,80.3,62.6
2222-0273,Rana Al-Dossari,Saudi Aramco,2222.SR,HSE/Safety,Staff,75.4,186100,12.8,61.6,Middle East,Upper-middle,No,30.2,58.8
2222-0274,Nasser Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,74.0,60000,17.7,51.9,Southeast Asia,Upper-middle,No,40.3,64.0
2222-0275,Jana Al-Maliki,Saudi Aramco,2222.SR,Upstream/Engineering,VP,80.2,531000,8.4,64.5,Middle East,Middle,No,48.9,59.7
2222-0276,Noura Al-Hassan,Saudi Aramco,2222.SR,Finance,Staff,81.8,128800,10.9,64.5,Middle East,Working class,No,75.8,85.3
2222-0277,Noura Bin Laden,Saudi Aramco,2222.SR,HSE/Safety,Staff,77.6,150100,16.7,60.6,Southeast Asia,Lower-middle,No,56.0,84.1
2222-0278,Fatima Al-Rashid,Saudi Aramco,2222.SR,Supply Chain,Senior,87.3,110000,16.3,61.1,Middle East,Lower-middle,No,73.8,76.4
2222-0279,Hessa Al-Faraj,Saudi Aramco,2222.SR,Sales & Trading,Staff,81.7,255300,10.3,65.5,South Asia,Middle,Yes,65.9,75.1
2222-0280,Fatima Al-Dossari,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,78.9,702600,7.9,60.8,Africa,Upper-middle,No,38.0,68.1
2222-0281,Hessa Bin Laden,Saudi Aramco,2222.SR,HSE/Safety,Senior,82.4,85700,20.6,62.1,Middle East,Lower-middle,No,63.2,69.9
2222-0282,Mohammed Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,92.0,129700,15.6,59.2,Southeast Asia,Working class,Yes,82.2,62.5
2222-0283,Dana Al-Sulaiman,Saudi Aramco,2222.SR,Refining & Chemicals,VP,80.3,596700,9.5,81.5,Middle East,Lower-middle,No,72.6,81.4
2222-0284,Yousef Al-Subaie,Saudi Aramco,2222.SR,Finance,Senior Director,83.7,403500,16.9,60.9,Middle East,Lower-middle,No,71.3,66.3
2222-0285,Salem Al-Harbi,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,76.4,221300,15.8,56.9,Middle East,Middle,No,57.1,66.7
2222-0286,Reem Al-Sulaiman,Saudi Aramco,2222.SR,Sales & Trading,Senior,67.9,141400,10.8,62.4,Middle East,Working class,Yes,90.1,83.7
2222-0287,Ziad Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,63.8,52900,8.7,58.2,Middle East,Affluent,No,12.1,57.8
2222-0288,Mohammed Al-Saud,Saudi Aramco,2222.SR,Research & Tech,Senior,90.8,184700,7.6,56.9,Middle East,Middle,Yes,54.1,67.6
2222-0289,Bandar Al-Zahrani,Saudi Aramco,2222.SR,Finance,Senior,73.5,50200,10.0,46.1,Middle East,Lower-middle,Yes,80.6,52.2
2222-0290,Khalid Al-Amri,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,81.5,162900,5.0,57.3,Middle East,Middle,No,47.2,63.1
2222-0291,Amal Al-Faraj,Saudi Aramco,2222.SR,Upstream/Engineering,VP,99.0,548700,12.9,64.7,Middle East,Upper-middle,No,39.3,70.6
2222-0292,Dana Al-Nasser,Saudi Aramco,2222.SR,HSE/Safety,Principal,67.3,165800,21.3,60.7,Middle East,Lower-middle,Yes,66.9,71.4
2222-0293,Mohammed Al-Rashid,Saudi Aramco,2222.SR,Refining & Chemicals,VP,100.0,795000,15.2,74.9,Middle East,Affluent,No,21.9,69.1
2222-0294,Bandar Al-Shehri,Saudi Aramco,2222.SR,Operations,Staff,73.2,153100,10.7,68.2,Southeast Asia,Working class,No,84.0,68.5
2222-0295,Faisal Al-Maliki,Saudi Aramco,2222.SR,Operations,Staff,77.4,106400,9.9,47.8,South Asia,Upper-middle,No,33.7,65.6
2222-0296,Abdullah Bin Laden,Saudi Aramco,2222.SR,Legal & Policy,Senior,66.6,39300,15.7,62.9,Middle East,Lower-middle,Yes,84.3,66.8
2222-0297,Reem Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,80.6,130300,9.9,72.1,Middle East,Middle,No,55.7,78.5
2222-0298,Abdullah Al-Harbi,Saudi Aramco,2222.SR,Operations,Principal,86.0,154000,10.4,69.1,East Asia,Lower-middle,No,65.5,69.7
2222-0299,Noura Al-Anazi,Saudi Aramco,2222.SR,HSE/Safety,Staff,73.9,153200,12.3,67.2,Middle East,Upper-middle,No,39.7,68.7
2222-0300,Hamad Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,86.8,163600,12.5,54.7,South Asia,Working class,Yes,88.2,76.9
2222-0301,Bandar Al-Faraj,Saudi Aramco,2222.SR,Operations,Senior Director,87.9,383700,10.3,68.1,Europe,Middle,No,51.2,78.5
2222-0302,Mohammed Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,81.7,250800,14.4,54.9,Middle East,Working class,Yes,86.2,69.6
2222-0303,Lina Al-Maliki,Saudi Aramco,2222.SR,Upstream/Engineering,Director,65.1,579600,17.6,67.0,South Asia,Lower-middle,No,59.7,63.7
2222-0304,Hamad Al-Faraj,Saudi Aramco,2222.SR,Upstream/Engineering,Director,76.5,155300,7.0,83.4,Middle East,Working class,No,73.7,71.2
2222-0305,Noura Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,79.0,267500,26.1,54.3,Middle East,Working class,Yes,83.3,91.1
2222-0306,Jana Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,81.2,120800,5.2,65.1,Africa,Upper-middle,No,45.4,58.7
2222-0307,Yousef Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,96.0,787900,11.0,70.4,Middle East,Working class,Yes,92.1,98.2
2222-0308,Huda Al-Dossari,Saudi Aramco,2222.SR,Supply Chain,Director,77.4,193700,16.4,78.6,Middle East,Working class,Yes,95.6,78.4
2222-0309,Salem Al-Otaibi,Saudi Aramco,2222.SR,Finance,Principal,87.8,243300,6.1,64.5,Middle East,Upper-middle,No,31.0,72.9
2222-0310,Huda Al-Mutairi,Saudi Aramco,2222.SR,Finance,Principal,73.7,191700,6.7,72.7,Middle East,Middle,No,53.7,67.4
2222-0311,Bandar Al-Subaie,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,66.3,96800,7.4,52.6,South Asia,Middle,Yes,59.2,80.6
2222-0312,Rana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,92.8,240400,10.6,59.2,Middle East,Upper-middle,No,45.5,76.4
2222-0313,Yousef Al-Maliki,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,78.6,164900,17.6,55.4,Middle East,Lower-middle,No,62.7,65.3
2222-0314,Lina Al-Otaibi,Saudi Aramco,2222.SR,Operations,Senior,76.7,226900,3.1,65.3,Middle East,Lower-middle,No,68.7,65.1
2222-0315,Saud Al-Saud,Saudi Aramco,2222.SR,Upstream/Engineering,VP,79.7,631600,12.7,66.4,Middle East,Affluent,No,26.2,65.1
2222-0316,Faisal Al-Qahtani,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,66.9,165500,20.7,58.7,Middle East,Working class,Yes,93.9,75.7
2222-0317,Layla Al-Dossari,Saudi Aramco,2222.SR,Operations,Director,71.0,392100,14.9,72.5,Middle East,Lower-middle,No,72.9,74.0
2222-0318,Jana Al-Hassan,Saudi Aramco,2222.SR,Refining & Chemicals,Senior Director,96.6,593100,18.8,77.0,Africa,Upper-middle,No,45.6,94.4
2222-0319,Saud Al-Saud,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,90.8,184200,9.2,66.8,Middle East,Middle,No,44.1,76.5
2222-0320,Maryam Al-Subaie,Saudi Aramco,2222.SR,Research & Tech,Senior Director,100.0,400500,14.3,66.9,Middle East,Lower-middle,Yes,81.0,79.7
2222-0321,Majed Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,71.4,94300,5.2,62.5,Middle East,Upper-middle,No,39.1,62.8
2222-0322,Hamad Bin Laden,Saudi Aramco,2222.SR,Research & Tech,Staff,81.8,205200,14.6,67.1,Middle East,Middle,No,58.1,75.5
2222-0323,Nasser Al-Anazi,Saudi Aramco,2222.SR,Operations,Principal,79.8,240700,7.4,74.8,Middle East,Working class,Yes,90.7,80.3
2222-0324,Ziad Al-Subaie,Saudi Aramco,2222.SR,Research & Tech,Staff,81.9,191300,9.0,56.8,Middle East,Working class,No,79.0,70.1
2222-0325,Khalid Al-Sulaiman,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,85.7,159100,6.5,69.7,Middle East,Upper-middle,No,30.2,61.5
2222-0326,Jana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,76.8,241500,10.6,79.7,Middle East,Lower-middle,Yes,79.9,80.8
2222-0327,Bandar Al-Dossari,Saudi Aramco,2222.SR,Operations,Principal,86.5,201200,4.8,66.6,South Asia,Middle,Yes,70.1,77.9
2222-0328,Maryam Al-Faraj,Saudi Aramco,2222.SR,HSE/Safety,Director,73.5,107600,5.8,66.8,Middle East,Working class,Yes,90.6,81.6
2222-0329,Salem Bin Laden,Saudi Aramco,2222.SR,Finance,Staff,79.6,179000,6.2,74.6,Middle East,Working class,Yes,99.0,88.4
2222-0330,Omar Al-Rashid,Saudi Aramco,2222.SR,Legal & Policy,VP,80.3,684000,9.9,74.4,Africa,Middle,No,51.2,63.3
2222-0331,Hessa Al-Faraj,Saudi Aramco,2222.SR,Upstream/Engineering,Director,71.3,149400,9.4,65.5,Middle East,Upper-middle,Yes,50.1,68.9
2222-0332,Bandar Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,83.1,193700,6.4,71.6,Middle East,Middle,Yes,64.6,53.2
2222-0333,Mohammed Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,81.6,129400,15.3,58.2,Middle East,Affluent,No,19.3,71.3
2222-0334,Amal Al-Maliki,Saudi Aramco,2222.SR,HSE/Safety,Senior Director,75.1,451000,14.2,63.3,Middle East,Working class,Yes,91.6,75.1
2222-0335,Yousef Al-Dossari,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,87.6,144900,6.9,83.1,South Asia,Upper-middle,No,32.6,63.7
2222-0336,Salem Al-Dossari,Saudi Aramco,2222.SR,Refining & Chemicals,Director,62.8,185000,12.1,66.9,Middle East,Middle,No,46.1,67.8
2222-0337,Aisha Al-Dossari,Saudi Aramco,2222.SR,Operations,Senior,88.7,421600,4.1,74.1,Europe,Upper-middle,No,38.0,64.7
2222-0338,Nasser Al-Otaibi,Saudi Aramco,2222.SR,Finance,Senior Director,83.5,331500,8.6,74.6,Middle East,Lower-middle,No,67.3,76.1
2222-0339,Majed Al-Zahrani,Saudi Aramco,2222.SR,Supply Chain,Senior,82.0,110200,2.7,52.8,Middle East,Lower-middle,No,57.7,63.4
2222-0340,Bandar Al-Subaie,Saudi Aramco,2222.SR,Supply Chain,Senior,72.6,159000,19.5,58.1,Europe,Affluent,No,21.8,69.5
2222-0341,Huda Al-Hassan,Saudi Aramco,2222.SR,Refining & Chemicals,VP,83.9,1427500,16.6,62.8,Middle East,Middle,Yes,60.9,63.1
2222-0342,Reem Al-Qahtani,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,70.6,201700,20.0,67.5,Middle East,Affluent,No,18.3,64.6
