employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years
NVDA-0289,Arjun Cohen,NVIDIA,NVDA,Engineering,Senior,95.3,297700,2.9
NVDA-0290,Hiroshi Ali,NVIDIA,NVDA,Operations,Senior,72.9,313000,7.8
NVDA-0291,Yuki Cohen,NVIDIA,NVDA,Research & AI,Principal,87.8,877500,7.7
NVDA-0292,Raj Yamamoto,NVIDIA,NVDA,Engineering,Senior Director,96.4,831900,8.1
NVDA-0293,Yuki Davis,NVIDIA,NVDA,Product,Senior,89.0,176300,10.2
NVDA-0294,Hannah Schmidt,NVIDIA,NVDA,Engineering,Senior,73.9,406200,6.6
NVDA-0295,Hiroshi Yamamoto,NVIDIA,NVDA,Research & AI,Staff,80.8,380600,1.9
NVDA-0296,Yuki Petrov,NVIDIA,NVDA,Design,VP,78.3,1321200,26.7
NVDA-0297,Zoe Davis,NVIDIA,NVDA,Operations,Senior Director,72.9,882100,7.4
NVDA-0298,Sofia Patel,NVIDIA,NVDA,Engineering,Principal,70.5,488200,6.1
NVDA-0299,David Patel,NVIDIA,NVDA,Finance,SVP,78.8,5048200,14.3
NVDA-0300,Nina Smith,NVIDIA,NVDA,Legal & Policy,Principal,84.9,1175200,3.8
NVDA-0301,Olivia Kim,NVIDIA,NVDA,Product,Staff,64.9,429500,4.1
NVDA-0302,Wei Brown,NVIDIA,NVDA,Product,Staff,66.9,239500,1.0
NVDA-0303,Mary Tanaka,NVIDIA,NVDA,Legal & Policy,Staff,96.2,355700,7.1
NVDA-0304,Hannah Nguyen,NVIDIA,NVDA,Engineering,Senior,78.4,886700,9.1
NVDA-0305,Wei Silva,NVIDIA,NVDA,Operations,Senior,70.4,133800,2.5
NVDA-0306,Thomas Rossi,NVIDIA,NVDA,Engineering,Staff,72.9,210600,3.8
NVDA-0307,Mary Patel,NVIDIA,NVDA,Product,Staff,100.0,594300,3.6
NVDA-0308,Carlos Petrov,NVIDIA,NVDA,People/HR,Senior,84.4,694200,9.9
NVDA-0309,Carlos Garcia,NVIDIA,NVDA,Research & AI,Principal,69.2,579700,4.5
NVDA-0310,Carlos Wang,NVIDIA,NVDA,Engineering,Senior Director,67.1,506700,5.4
NVDA-0311,David Rossi,NVIDIA,NVDA,Engineering,Director,82.3,935800,9.2
NVDA-0312,Carlos Reyes,NVIDIA,NVDA,Design,Director,87.6,1115700,7.5
NVDA-0313,Kevin Lopez,NVIDIA,NVDA,Product,Senior,79.7,435000,8.0
NVDA-0314,Maria Petrov,NVIDIA,NVDA,Engineering,VP,78.9,608300,5.5
NVDA-0315,James Smith,NVIDIA,NVDA,Engineering,Senior,71.9,350700,6.0
NVDA-0316,Grace Kim,NVIDIA,NVDA,Product,Principal,92.1,511100,5.7
NVDA-0317,Samuel Chen,NVIDIA,NVDA,Product,Senior Director,80.7,711900,5.0
NVDA-0318,Hiroshi Lopez,NVIDIA,NVDA,Engineering,Director,61.7,264700,11.1
NVDA-0319,Yuki Davis,NVIDIA,NVDA,Sales & GTM,Staff,78.0,323300,5.3
NVDA-0320,Nina Petrov,NVIDIA,NVDA,Sales & GTM,Senior Director,100.0,686500,16.3
NVDA-0321,Maria Kim,NVIDIA,NVDA,Finance,Staff,87.6,780200,5.9
NVDA-0322,Kevin Ali,NVIDIA,NVDA,Sales & GTM,VP,69.1,440800,23.7
NVDA-0323,Grace Tanaka,NVIDIA,NVDA,Legal & Policy,Staff,81.4,411100,3.5
NVDA-0324,Wei Park,NVIDIA,NVDA,Sales & GTM,Senior,74.9,275300,6.3
NVDA-0325,Wei Murphy,NVIDIA,NVDA,Research & AI,Principal,71.2,636900,5.4
NVDA-0326,Ahmed Singh,NVIDIA,NVDA,Product,Staff,98.4,874500,6.1
NVDA-0327,Arjun Lopez,NVIDIA,NVDA,Product,Senior,86.3,309400,8.0
NVDA-0328,Samuel Reyes,NVIDIA,NVDA,Research & AI,Senior,68.6,413200,14.8
NVDA-0329,Michael Johnson,NVIDIA,NVDA,Operations,Staff,62.6,293000,6.2
NVDA-0330,Kevin Reyes,NVIDIA,NVDA,Sales & GTM,Senior Director,66.9,675000,7.3
NVDA-0331,David Ali,NVIDIA,NVDA,Research & AI,Senior Director,88.0,1550700,9.3
NVDA-0332,Hiroshi Chen,NVIDIA,NVDA,Finance,Staff,73.3,337400,4.6
NVDA-0333,Elena Murphy,NVIDIA,NVDA,Engineering,Senior,78.9,439500,4.3
NVDA-0334,Wei Garcia,NVIDIA,NVDA,Research & AI,Senior,57.7,223700,17.8
NVDA-0335,Sofia Silva,NVIDIA,NVDA,Finance,Senior,83.4,190800,2.5
NVDA-0336,Raj Wilson,NVIDIA,NVDA,Design,Principal,83.2,375200,3.0
NVDA-0337,Carlos Ali,NVIDIA,NVDA,Engineering,Senior,73.1,164800,6.1
NVDA-0338,Nina Garcia,NVIDIA,NVDA,Sales & GTM,Principal,81.0,440900,7.7
NVDA-0339,Elena Lopez,NVIDIA,NVDA,Engineering,Principal,88.3,636400,8.2
NVDA-0340,Michael Petrov,NVIDIA,NVDA,Engineering,Senior,96.2,273600,2.3
NVDA-0341,Grace Silva,NVIDIA,NVDA,Operations,Director,78.1,402300,8.1
NVDA-0342,Arjun Singh,NVIDIA,NVDA,Research & AI,Senior,87.2,223500,23.2
NVDA-0343,Carlos Yamamoto,NVIDIA,NVDA,Legal & Policy,VP,100.0,1837600,11.3
NVDA-0344,Nina Anderson,NVIDIA,NVDA,Engineering,Staff,82.4,749900,4.7
NVDA-0345,Yuki Johnson,NVIDIA,NVDA,Research & AI,Staff,78.8,243700,9.9
NVDA-0346,Elena Chen,NVIDIA,NVDA,People/HR,Senior,87.3,208000,6.5
NVDA-0347,Daniel Schmidt,NVIDIA,NVDA,Product,VP,74.0,721100,10.9
NVDA-0348,James Brown,NVIDIA,NVDA,Research & AI,Senior,80.9,449700,2.5
NVDA-0349,Hannah Tanaka,NVIDIA,NVDA,Product,Staff,83.6,296900,2.6
NVDA-0350,Priya Wang,NVIDIA,NVDA,Marketing,VP,98.5,750900,7.3
NVDA-0351,Priya Kim,NVIDIA,NVDA,Sales & GTM,Staff,95.2,273700,4.1
NVDA-0352,Grace Hassan,NVIDIA,NVDA,Operations,Staff,81.0,866800,17.4
NVDA-0353,Daniel Silva,NVIDIA,NVDA,Product,Principal,75.3,351600,6.7
NVDA-0354,Raj Reyes,NVIDIA,NVDA,Product,Senior,57.4,186100,11.8
NVDA-0355,Hannah Park,NVIDIA,NVDA,People/HR,Staff,58.3,345300,6.4
NVDA-0356,Ahmed Okafor,NVIDIA,NVDA,Product,Staff,80.5,397900,11.0
NVDA-0357,Maria Kim,NVIDIA,NVDA,Product,Senior,69.5,193200,8.5
NVDA-0358,John Davis,NVIDIA,NVDA,Product,Staff,86.3,798500,12.7
NVDA-0359,Thomas Smith,NVIDIA,NVDA,People/HR,Director,85.0,657300,10.4
NVDA-0360,Olivia Reyes,NVIDIA,NVDA,Marketing,Senior,91.6,198300,13.4
NVDA-0361,Chen Schmidt,NVIDIA,NVDA,Marketing,Principal,92.7,1099100,4.3
NVDA-0362,Zoe Murphy,NVIDIA,NVDA,Legal & Policy,Principal,100.0,619500,9.8
NVDA-0363,Arjun Cohen,NVIDIA,NVDA,Engineering,Staff,68.6,291900,8.8
NVDA-0364,Michael Petrov,NVIDIA,NVDA,Engineering,Senior Director,90.5,440700,7.5
NVDA-0365,Sofia Anderson,NVIDIA,NVDA,Engineering,Senior,100.0,181400,7.8
NVDA-0366,Yuki Davis,NVIDIA,NVDA,Engineering,Staff,86.3,261300,2.9
NVDA-0367,Carlos Davis,NVIDIA,NVDA,Operations,Senior Director,94.2,1005300,15.6
NVDA-0368,Thomas Nguyen,NVIDIA,NVDA,Product,Director,95.2,949900,4.3
NVDA-0369,Raj Lee,NVIDIA,NVDA,Finance,Senior,70.7,304700,6.5
NVDA-0370,Maria Martinez,NVIDIA,NVDA,Engineering,Senior,78.4,394100,3.4
NVDA-0371,Maria Smith,NVIDIA,NVDA,Product,Senior Director,97.3,770800,10.3
NVDA-0372,David Davis,NVIDIA,NVDA,Operations,Senior,100.0,296200,2.6
NVDA-0373,Grace Khan,NVIDIA,NVDA,Operations,Principal,64.2,179600,5.1
NVDA-0374,Kevin Lee,NVIDIA,NVDA,Engineering,Principal,92.6,582600,5.2
NVDA-0375,Thomas Hassan,NVIDIA,NVDA,Product,VP,87.8,843600,6.9
NVDA-0376,Maria Yamamoto,NVIDIA,NVDA,Sales & GTM,Staff,76.4,307400,4.8
NVDA-0377,Emily Tanaka,NVIDIA,NVDA,Engineering,VP,64.4,1268800,13.0
NVDA-0378,Samuel Tanaka,NVIDIA,NVDA,Product,Director,75.3,367200,3.9
NVDA-0379,Kevin Kim,NVIDIA,NVDA,Legal & Policy,VP,77.4,494900,5.2
NVDA-0380,Samuel Patel,NVIDIA,NVDA,Research & AI,Director,89.9,834900,6.5
NVDA-0381,Carlos Lee,NVIDIA,NVDA,Engineering,SVP,77.1,880100,7.0
NVDA-0382,Grace Smith,NVIDIA,NVDA,Engineering,Director,73.5,308000,11.3
NVDA-0383,Elena Cohen,NVIDIA,NVDA,Engineering,Staff,64.0,701200,1.8
NVDA-0384,Kevin Wilson,NVIDIA,NVDA,Operations,Principal,85.0,281900,8.5
NVDA-0385,Priya Martinez,NVIDIA,NVDA,People/HR,SVP,92.9,877400,14.3
NVDA-0386,Aisha Yamamoto,NVIDIA,NVDA,Sales & GTM,Staff,89.8,690100,5.9
NVDA-0387,Priya Martinez,NVIDIA,NVDA,Operations,Senior,90.3,274400,5.2
NVDA-0388,Hannah Anderson,NVIDIA,NVDA,Operations,Principal,84.8,223600,17.4
NVDA-0389,James Nguyen,NVIDIA,NVDA,Operations,Director,83.5,560700,10.1
NVDA-0390,Aisha Anderson,NVIDIA,NVDA,Engineering,Senior,86.0,216200,3.5
NVDA-0391,Michael Cohen,NVIDIA,NVDA,Product,Director,78.4,253200,7.5
NVDA-0392,Wei Lee,NVIDIA,NVDA,People/HR,Senior Director,76.8,376600,6.3
NVDA-0393,Maria Patel,NVIDIA,NVDA,Sales & GTM,Staff,96.3,758700,4.9
NVDA-0394,Chen Anderson,NVIDIA,NVDA,Sales & GTM,Senior Director,86.8,859100,8.6
NVDA-0395,Kevin Martinez,NVIDIA,NVDA,Product,Staff,93.2,708800,4.7
NVDA-0396,Nina Nguyen,NVIDIA,NVDA,Research & AI,Director,100.0,905900,11.0
NVDA-0397,Sofia Kim,NVIDIA,NVDA,Marketing,Senior,72.9,266500,8.0
NVDA-0398,Yuki Garcia,NVIDIA,NVDA,Engineering,Staff,88.2,445200,4.3
NVDA-0399,Hannah Yamamoto,NVIDIA,NVDA,Engineering,Principal,60.4,307300,13.2
NVDA-0400,Daniel Patel,NVIDIA,NVDA,People/HR,Director,91.0,512400,5.3
NVDA-0401,Chen Patel,NVIDIA,NVDA,Product,Senior,92.3,314900,6.8
NVDA-0402,Mary Davis,NVIDIA,NVDA,Engineering,Director,68.8,1635700,11.2
NVDA-0403,Zoe Brown,NVIDIA,NVDA,Engineering,Senior,76.0,236400,2.4
NVDA-0404,John Hassan,NVIDIA,NVDA,Engineering,Senior,86.6,235200,7.9
NVDA-0405,Mary Lee,NVIDIA,NVDA,Research & AI,Senior,73.1,180000,12.1
NVDA-0406,Kevin Wilson,NVIDIA,NVDA,Engineering,Senior Director,89.6,586200,7.4
NVDA-0407,Maria Hassan,NVIDIA,NVDA,Product,Principal,93.3,612600,11.5
NVDA-0408,Chen Park,NVIDIA,NVDA,Sales & GTM,Principal,87.4,1065300,5.1
NVDA-0409,David Anderson,NVIDIA,NVDA,Engineering,Director,88.9,1304400,7.5
NVDA-0410,Kevin Petrov,NVIDIA,NVDA,Engineering,Senior,73.1,354500,14.8
NVDA-0411,Zoe Schmidt,NVIDIA,NVDA,Engineering,Director,76.2,461600,10.5
NVDA-0412,Aisha Brown,NVIDIA,NVDA,Operations,Staff,76.7,560600,11.7
NVDA-0413,Sofia Yamamoto,NVIDIA,NVDA,Product,Senior,82.7,387000,4.9
NVDA-0414,Grace Davis,NVIDIA,NVDA,Engineering,Staff,72.4,208900,4.1
NVDA-0415,Arjun Khan,NVIDIA,NVDA,Sales & GTM,Principal,93.1,271900,6.9
NVDA-0416,John Nguyen,NVIDIA,NVDA,Engineering,Principal,81.1,430700,7.6
NVDA-0417,Kevin Tanaka,NVIDIA,NVDA,Research & AI,Director,67.7,1656800,8.1
NVDA-0418,Fatima Garcia,NVIDIA,NVDA,Operations,Senior,82.0,428900,5.3
NVDA-0419,Kevin Wilson,NVIDIA,NVDA,Product,Senior,82.5,838600,8.7
NVDA-0420,Fatima Wilson,NVIDIA,NVDA,Research & AI,Senior,81.4,151300,15.5
NVDA-0421,Michael Reyes,NVIDIA,NVDA,Engineering,Senior,79.4,371300,6.9
NVDA-0422,Michael Schmidt,NVIDIA,NVDA,Operations,Principal,81.3,707700,7.0
NVDA-0423,Hiroshi Brown,NVIDIA,NVDA,Product,SVP,86.5,1115600,17.4
NVDA-0424,Thomas Ali,NVIDIA,NVDA,Operations,Staff,97.3,253000,0.8
NVDA-0425,David Patel,NVIDIA,NVDA,Marketing,Senior,62.3,312000,4.3
NVDA-0426,Fatima Yamamoto,NVIDIA,NVDA,Product,VP,95.3,1780700,7.1
NVDA-0427,Olivia Kim,NVIDIA,NVDA,Operations,VP,84.0,822300,15.6
NVDA-0428,Samuel Khan,NVIDIA,NVDA,Engineering,Senior,76.9,440900,22.2
NVDA-0429,Raj Singh,NVIDIA,NVDA,Engineering,Staff,71.2,502600,4.4
NVDA-0430,Olivia Murphy,NVIDIA,NVDA,Operations,VP,69.6,1124700,13.0
NVDA-0431,Michael Schmidt,NVIDIA,NVDA,Research & AI,Principal,62.6,458500,5.7
NVDA-0432,Fatima Cohen,NVIDIA,NVDA,Design,Senior,73.6,577600,8.0
NVDA-0433,Chen Cohen,NVIDIA,NVDA,Sales & GTM,Staff,82.0,546700,7.6
NVDA-0434,Priya Anderson,NVIDIA,NVDA,Research & AI,Senior,78.8,381400,4.7
NVDA-0435,Grace Hassan,NVIDIA,NVDA,Finance,Principal,100.0,269300,13.6
NVDA-0436,Arjun Brown,NVIDIA,NVDA,Product,Staff,88.1,489900,10.3
NVDA-0437,David Singh,NVIDIA,NVDA,Finance,Principal,87.2,598500,3.4
NVDA-0438,Linda Martinez,NVIDIA,NVDA,Engineering,VP,70.5,551500,8.3
NVDA-0439,Aisha Okafor,NVIDIA,NVDA,Marketing,Senior,88.4,268400,3.6
NVDA-0440,Chen Johnson,NVIDIA,NVDA,Marketing,VP,89.2,1330300,12.2
NVDA-0441,Carlos Rossi,NVIDIA,NVDA,Research & AI,Senior Director,57.9,257000,6.6
NVDA-0442,John Kim,NVIDIA,NVDA,Sales & GTM,Principal,84.0,654400,6.4
NVDA-0443,Carlos Brown,NVIDIA,NVDA,Product,Director,80.5,1050500,3.4
NVDA-0444,Hiroshi Johnson,NVIDIA,NVDA,Sales & GTM,Senior,83.1,145000,8.4
NVDA-0445,Samuel Wilson,NVIDIA,NVDA,Engineering,Senior,82.4,177100,2.4
NVDA-0446,Aisha Silva,NVIDIA,NVDA,Engineering,Director,65.5,314100,7.6
NVDA-0447,Olivia Lopez,NVIDIA,NVDA,People/HR,Staff,74.6,347500,3.9
NVDA-0448,Emily Okafor,NVIDIA,NVDA,Sales & GTM,Principal,73.0,793200,7.3
NVDA-0449,Priya Lopez,NVIDIA,NVDA,Engineering,VP,100.0,987400,7.4
NVDA-0450,Michael Okafor,NVIDIA,NVDA,Operations,VP,79.9,922200,9.7
NVDA-0451,John Singh,NVIDIA,NVDA,Research & AI,Senior,100.0,654100,3.5
NVDA-0452,Priya Schmidt,NVIDIA,NVDA,Engineering,Staff,100.0,237400,1.9
NVDA-0453,Yuki Wilson,NVIDIA,NVDA,Sales & GTM,Director,65.1,702200,11.4
NVDA-0454,Mary Okafor,NVIDIA,NVDA,Product,Principal,64.6,839900,7.3
NVDA-0455,Mary Hassan,NVIDIA,NVDA,Product,Senior,76.2,411000,7.9
NVDA-0456,Priya Lopez,NVIDIA,NVDA,Legal & Policy,VP,85.1,526900,8.8
NVDA-0457,Maria Petrov,NVIDIA,NVDA,Research & AI,Principal,76.3,173300,16.1
NVDA-0458,Samuel Cohen,NVIDIA,NVDA,Research & AI,Staff,94.5,572900,5.5
NVDA-0459,Carlos Kim,NVIDIA,NVDA,Engineering,Director,97.8,1095000,9.1
NVDA-0460,Samuel Yamamoto,NVIDIA,NVDA,Marketing,Senior,77.9,258700,1.2
NVDA-0461,Emily Ali,NVIDIA,NVDA,Research & AI,Staff,71.0,565200,4.6
NVDA-0462,Elena Petrov,NVIDIA,NVDA,Engineering,Director,68.8,309500,3.5
NVDA-0463,Sofia Yamamoto,NVIDIA,NVDA,Marketing,Senior Director,96.5,534600,7.6
NVDA-0464,Daniel Wilson,NVIDIA,NVDA,Engineering,Principal,71.6,718500,5.8
NVDA-0465,Carlos Rossi,NVIDIA,NVDA,Research & AI,Senior,99.7,273500,7.0
NVDA-0466,Linda Tanaka,NVIDIA,NVDA,Operations,Principal,96.5,790700,14.9
NVDA-0467,Sofia Yamamoto,NVIDIA,NVDA,Engineering,Staff,99.9,307100,10.5
NVDA-0468,Thomas Patel,NVIDIA,NVDA,Product,VP,91.9,1337100,9.6
NVDA-0469,Hiroshi Chen,NVIDIA,NVDA,Engineering,Principal,76.2,683800,12.9
NVDA-0470,Nina Martinez,NVIDIA,NVDA,Product,Senior,84.1,150400,6.5
NVDA-0471,Hiroshi Yamamoto,NVIDIA,NVDA,Engineering,Director,80.8,639900,10.7
NVDA-0472,Olivia Johnson,NVIDIA,NVDA,Sales & GTM,Director,74.1,361000,10.6
NVDA-0473,Raj Singh,NVIDIA,NVDA,Sales & GTM,Staff,84.5,665400,8.3
NVDA-0474,Yuki Okafor,NVIDIA,NVDA,Legal & Policy,Senior,74.5,156600,2.7
NVDA-0475,Maria Wang,NVIDIA,NVDA,Product,SVP,90.8,1241000,12.4
NVDA-0476,Zoe Yamamoto,NVIDIA,NVDA,Engineering,Senior,93.5,1498700,10.9
NVDA-0477,Hannah Garcia,NVIDIA,NVDA,Product,Principal,91.9,404700,10.8
NVDA-0478,Priya Lee,NVIDIA,NVDA,Engineering,Senior Director,88.9,1224600,10.0
NVDA-0479,Mary Johnson,NVIDIA,NVDA,Legal & Policy,Principal,83.8,319400,9.3
NVDA-0480,Carlos Martinez,NVIDIA,NVDA,Engineering,Staff,67.7,436200,6.3
NVDA-0481,Michael Tanaka,NVIDIA,NVDA,Engineering,Principal,86.4,483900,11.4
NVDA-0482,Ahmed Park,NVIDIA,NVDA,Design,Senior,83.0,550300,11.1
NVDA-0483,James Smith,NVIDIA,NVDA,Engineering,Senior,89.1,258500,10.3
NVDA-0484,Raj Tanaka,NVIDIA,NVDA,Engineering,Principal,78.9,687800,7.4
NVDA-0485,Chen Brown,NVIDIA,NVDA,Operations,Principal,75.7,200300,7.5
NVDA-0486,Raj Patel,NVIDIA,NVDA,Sales & GTM,Senior Director,100.0,231100,5.8
NVDA-0487,Aisha Nguyen,NVIDIA,NVDA,Engineering,Principal,91.3,282300,8.7
NVDA-0488,Elena Reyes,NVIDIA,NVDA,Legal & Policy,Principal,86.5,1211700,17.5
NVDA-0489,James Lopez,NVIDIA,NVDA,Finance,Staff,88.0,431800,13.1
NVDA-0490,Michael Lopez,NVIDIA,NVDA,Product,VP,97.2,917500,6.7
NVDA-0491,Chen Hassan,NVIDIA,NVDA,Research & AI,Staff,86.6,379900,9.4
NVDA-0492,Hannah Brown,NVIDIA,NVDA,Engineering,SVP,81.0,1748300,8.6
NVDA-0493,Nina Petrov,NVIDIA,NVDA,Research & AI,Senior,77.0,345800,7.1
NVDA-0494,Emily Chen,NVIDIA,NVDA,Engineering,Senior Director,84.2,1077800,7.2
NVDA-0495,Aisha Smith,NVIDIA,NVDA,Finance,Senior Director,69.9,633700,6.0
NVDA-0496,Linda Chen,NVIDIA,NVDA,Operations,Director,100.0,670700,10.5
NVDA-0497,Grace Khan,NVIDIA,NVDA,Operations,Director,90.8,982300,13.9
NVDA-0498,Elena Rossi,NVIDIA,NVDA,Operations,VP,82.5,696800,11.1
NVDA-0499,Hannah Johnson,NVIDIA,NVDA,Engineering,Senior,76.6,348200,13.3
NVDA-0500,Linda Lee,NVIDIA,NVDA,Operations,Senior,74.4,441800,4.1
NVDA-0501,Arjun Chen,NVIDIA,NVDA,Engineering,Staff,68.7,458600,6.4
NVDA-0502,Hannah Johnson,NVIDIA,NVDA,Engineering,Principal,83.9,1730200,4.9
NVDA-0503,Zoe Cohen,NVIDIA,NVDA,Engineering,Principal,93.2,1381000,6.4
NVDA-0504,Kevin Tanaka,NVIDIA,NVDA,Finance,Principal,92.1,286500,14.1
NVDA-0505,John Rossi,NVIDIA,NVDA,Engineering,Staff,83.2,282700,6.3
NVDA-0506,Olivia Chen,NVIDIA,NVDA,Engineering,Staff,86.6,548500,15.5
NVDA-0507,Yuki Anderson,NVIDIA,NVDA,Research & AI,Staff,94.6,283700,9.0
NVDA-0508,Nina Murphy,NVIDIA,NVDA,Engineering,Staff,78.6,389700,6.9
NVDA-0509,Wei Yamamoto,NVIDIA,NVDA,Research & AI,VP,82.3,1922800,11.1
NVDA-0510,Hiroshi Garcia,NVIDIA,NVDA,Sales & GTM,Senior,63.7,263600,8.4
NVDA-0511,Daniel Cohen,NVIDIA,NVDA,Operations,Senior,86.4,435800,3.2
NVDA-0512,Wei Lee,NVIDIA,NVDA,Engineering,Director,94.4,769400,4.8
NVDA-0513,Maria Park,NVIDIA,NVDA,Engineering,Principal,83.6,819900,2.1
NVDA-0514,Elena Johnson,NVIDIA,NVDA,Sales & GTM,Senior,79.0,244400,3.3
NVDA-0515,James Park,NVIDIA,NVDA,Sales & GTM,Director,91.9,1166100,12.7
NVDA-0516,Sofia Martinez,NVIDIA,NVDA,Legal & Policy,Staff,73.1,330100,11.8
NVDA-0517,Yuki Murphy,NVIDIA,NVDA,Engineering,Director,79.1,701700,14.5
NVDA-0518,Wei Rossi,NVIDIA,NVDA,Operations,Senior,68.6,465000,2.8
NVDA-0519,Daniel Davis,NVIDIA,NVDA,Operations,Senior,78.6,76300,1.9
NVDA-0520,Grace Schmidt,NVIDIA,NVDA,Product,Senior,72.7,400700,9.7
NVDA-0521,Michael Ali,NVIDIA,NVDA,Design,Director,79.9,240500,5.0
NVDA-0522,John Okafor,NVIDIA,NVDA,Engineering,Principal,95.2,1226400,6.6
NVDA-0523,Fatima Ali,NVIDIA,NVDA,Finance,Staff,69.4,391500,9.5
NVDA-0524,Olivia Reyes,NVIDIA,NVDA,Operations,Director,73.8,1507800,7.2
NVDA-0525,Aisha Park,NVIDIA,NVDA,Engineering,Senior,75.0,361200,1.7
NVDA-0526,Hannah Chen,NVIDIA,NVDA,Operations,Director,87.7,723400,10.1
NVDA-0527,Ahmed Anderson,NVIDIA,NVDA,Research & AI,Senior,71.5,552400,2.2
NVDA-0528,Grace Lee,NVIDIA,NVDA,Operations,Staff,79.0,1162600,9.4
NVDA-0529,Elena Kim,NVIDIA,NVDA,People/HR,Staff,76.3,1036400,3.8
NVDA-0530,Emily Kim,NVIDIA,NVDA,Engineering,Principal,93.1,1022600,6.5
NVDA-0531,John Garcia,NVIDIA,NVDA,Research & AI,Staff,90.2,164800,5.2
NVDA-0532,Arjun Murphy,NVIDIA,NVDA,Engineering,Staff,83.7,330200,4.0
NVDA-0533,Carlos Martinez,NVIDIA,NVDA,Engineering,Senior,70.1,141300,1.1
NVDA-0534,Daniel Wilson,NVIDIA,NVDA,Product,SVP,97.5,888100,23.5
NVDA-0535,Fatima Reyes,NVIDIA,NVDA,Operations,Director,88.4,930100,14.5
NVDA-0536,Samuel Okafor,NVIDIA,NVDA,Engineering,Senior,75.6,434400,19.8
NVDA-0537,Wei Ali,NVIDIA,NVDA,Design,VP,82.9,1147300,7.8
NVDA-0538,Olivia Nguyen,NVIDIA,NVDA,Engineering,Principal,71.3,951300,10.5
NVDA-0539,Arjun Martinez,NVIDIA,NVDA,People/HR,Director,98.7,1703500,8.5
NVDA-0540,Maria Davis,NVIDIA,NVDA,Engineering,Senior,76.1,203300,2.5
NVDA-0541,Sofia Park,NVIDIA,NVDA,Engineering,Principal,84.5,1259900,11.7
NVDA-0542,Aisha Cohen,NVIDIA,NVDA,Engineering,Staff,90.3,461600,13.2
NVDA-0543,Thomas Park,NVIDIA,NVDA,Research & AI,Senior,85.1,396000,12.1
NVDA-0544,Hiroshi Brown,NVIDIA,NVDA,Engineering,SVP,65.2,1797100,13.8
NVDA-0545,Nina Lopez,NVIDIA,NVDA,Engineering,Senior,75.9,331900,11.7
NVDA-0546,Linda Lopez,NVIDIA,NVDA,Product,Senior,69.8,322800,2.9
NVDA-0547,Zoe Petrov,NVIDIA,NVDA,Sales & GTM,Senior,81.7,243200,5.3
NVDA-0548,Samuel Brown,NVIDIA,NVDA,Engineering,Principal,83.8,443400,5.6
NVDA-0549,David Wilson,NVIDIA,NVDA,Product,Principal,96.9,432600,8.8
NVDA-0550,Thomas Reyes,NVIDIA,NVDA,Research & AI,Senior,87.5,741300,6.2
NVDA-0551,Sofia Hassan,NVIDIA,NVDA,Marketing,Director,100.0,974800,9.8
NVDA-0552,Michael Ali,NVIDIA,NVDA,Design,Senior,69.9,365200,10.0
NVDA-0553,Chen Silva,NVIDIA,NVDA,Engineering,Senior,77.1,890700,1.3
NVDA-0554,Ahmed Johnson,NVIDIA,NVDA,Product,Staff,78.9,324900,11.5
NVDA-0555,Kevin Anderson,NVIDIA,NVDA,Research & AI,Director,90.9,499600,7.1
NVDA-0556,Raj Ali,NVIDIA,NVDA,Engineering,Principal,71.8,411000,4.0
NVDA-0557,Carlos Hassan,NVIDIA,NVDA,Research & AI,Director,80.7,542700,6.8
NVDA-0558,Kevin Singh,NVIDIA,NVDA,Operations,Principal,69.3,412800,8.0
NVDA-0559,Wei Ali,NVIDIA,NVDA,Sales & GTM,Staff,90.5,875200,3.5
NVDA-0560,Hannah Smith,NVIDIA,NVDA,Sales & GTM,Senior Director,100.0,920300,6.7
NVDA-0561,Linda Murphy,NVIDIA,NVDA,Operations,Senior,82.4,184600,6.5
NVDA-0562,Kevin Lopez,NVIDIA,NVDA,Engineering,Director,69.0,590200,12.0
NVDA-0563,Linda Nguyen,NVIDIA,NVDA,Finance,Senior,83.9,422300,9.1
NVDA-0564,Raj Ali,NVIDIA,NVDA,Sales & GTM,Principal,85.5,1887800,8.4
NVDA-0565,Hannah Park,NVIDIA,NVDA,Engineering,Staff,85.1,236800,3.2
NVDA-0566,Ahmed Davis,NVIDIA,NVDA,Engineering,Principal,80.1,334300,6.4
NVDA-0567,Maria Anderson,NVIDIA,NVDA,Legal & Policy,Senior,79.6,320300,1.8
NVDA-0568,Hiroshi Rossi,NVIDIA,NVDA,Engineering,Director,66.0,644700,13.2
NVDA-0569,Samuel Murphy,NVIDIA,NVDA,Marketing,Director,72.3,334700,14.0
NVDA-0570,Samuel Lee,NVIDIA,NVDA,Product,Staff,74.2,308300,4.7
NVDA-0571,Fatima Okafor,NVIDIA,NVDA,Engineering,Staff,76.5,464000,3.9
NVDA-0572,Carlos Chen,NVIDIA,NVDA,Product,Senior,70.3,207400,1.2
NVDA-0573,Ahmed Cohen,NVIDIA,NVDA,Operations,Senior,67.2,499000,6.9
NVDA-0574,Hannah Davis,NVIDIA,NVDA,Research & AI,Senior,73.4,361200,10.1
NVDA-0575,Daniel Petrov,NVIDIA,NVDA,Engineering,Senior,93.6,682900,9.0
NVDA-0576,Grace Garcia,NVIDIA,NVDA,Engineering,Principal,76.0,205900,4.9
NVDA-0577,Daniel Chen,NVIDIA,NVDA,Marketing,Senior,86.3,87900,3.7
